"DeptCode","Vote","VoteStatType","AuthorityCode_Text_English","AuthorityCode_Text_French","Item","FY2014","FY2015","FY2016","FY2017"
"ND","S",0,"Court Awards","Montants adjugés par une cour","SA",0,0,59763,0
"ND","S",0,"Losses on Foreign Exchange","Pertes d'opérations de change","SA",1892331,2739996,2349366,0
"ND","S",0,"Payments to dependants of certain members of the Royal Canadian Air Force killed while serving as instructors under British Commonwealth Air Training Plan (Appropriation Act No. 4, 1968)","Versements aux ayants droit de certains membres de l'Aviation royale du Canada tués dans l'exercice de leurs fonctions alors qu'ils servaient à titre d'instructeurs dans le cadre du Plan d'entraînement des aviateurs du Commonwealth britannique (Loi nº4 de 1968 portant affectation de crédits)","ME",25700,25700,25700,26000
"ND","S",0,"Payments to dependants of certain members of the Royal Canadian Air Force killed while serving as instructors under British Commonwealth Air Training Plan (Appropriation Act No. 4, 1968)","Versements aux ayants droit de certains membres de l'Aviation royale du Canada tués dans l'exercice de leurs fonctions alors qu'ils servaient à titre d'instructeurs dans le cadre du Plan d'entraînement des aviateurs du Commonwealth britannique (Loi nº4 de 1968 portant affectation de crédits)","SA",-2044,-1654,697,0
"ND","S",0,"Payments under Parts I-IV of the Defence Services Pension Continuation Act","Versements en vertu des parties I à IV de la Loi sur la continuation de la pension des services de défense","ME",929668,929668,600000,500000
"ND","S",0,"Payments under Parts I-IV of the Defence Services Pension Continuation Act","Versements en vertu des parties I à IV de la Loi sur la continuation de la pension des services de défense","SA",-400660,-491792,-229077,0
"ND","S",0,"Payments under the Supplementary Retirement Benefits Act","Versements en vertu de la Loi sur les prestations de retraite supplémentaires","ME",4492604,4492604,2700000,2100000
"ND","S",0,"Payments under the Supplementary Retirement Benefits Act","Versements en vertu de la Loi sur les prestations de retraite supplémentaires","SA",-1906088,-2377439,-936218,0
"ND","S",0,"Salary and Motor Car Allowance","Traitement et allocation pour automobile","ME",80300,164200,83500,84400
"ND","S",0,"Salary and Motor Car Allowance","Traitement et allocation pour automobile","SA",20075,-33068,0,0
"ND","S",0,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État","SA",23220748,28003109,22536721,0
"NEB",1,1,"Operating and Program","Fonctionnement et Programme","ME",64555107,68636080,80581081,72478474
"NEB",1,1,"Operating and Program","Fonctionnement et Programme","SEA",0,0,0,4925980
"NEB",1,1,"Operating and Program","Fonctionnement et Programme","SEB",5803823,0,688629,1289091
"NEB",1,1,"Operating and Program","Fonctionnement et Programme","SEC",0,16078537,0,0
"NEB",1,1,"Operating and Program","Fonctionnement et Programme","VA",13430099,3098119,3279828,3798678
"NEB","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","ME",6760943,8184430,8844366,7361511
"NEB","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SA",1229978,-764715,-374923,0
"NEB","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SEA",0,0,0,905881
"NEB","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SEB",700973,0,137726,151945
"NEB","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SEC",0,1203008,0,0
"NEB","S",0,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État","SA",1925,1969,209,0
"NFB",1,1,"Operating and Program","Fonctionnement et Programme","ME",59912241,59652377,61894820,74375345
"NFB",1,1,"Operating and Program","Fonctionnement et Programme","SEB",0,0,1500000,1868601
"NFB",1,1,"Operating and Program","Fonctionnement et Programme","VA",4506101,4071782,3111516,3351786
"NFB","S",0,"National Film Board Revolving Fund","Fonds renouvelable de l'Office national du film","SA",5487763,5064251,4975422,0
"NGC",1,5,"Payments to Crown Corps","Paiement aux sociétés d'État","ME",35770723,35773542,35888410,46203410
"NGC",1,5,"Payments to Crown Corps","Paiement aux sociétés d'État","SEA",0,0,1000000,0
"NGC",1,5,"Payments to Crown Corps","Paiement aux sociétés d'État","SEB",0,0,1190000,0
"NGC",1,5,"Payments to Crown Corps","Paiement aux sociétés d'État","VA",537546,2003219,48975,733504
"NGC",5,5,"Payments to Crown Corps","Paiement aux sociétés d'État","ME",8000000,8000000,8000000,8000000
"NMST",1,5,"Payments to Crown Corps","Paiement aux sociétés d'État","ME",26862194,29754746,59979776,144527796
"NMST",1,5,"Payments to Crown Corps","Paiement aux sociétés d'État","SEA",0,29355000,45624000,0
"NMST",1,5,"Payments to Crown Corps","Paiement aux sociétés d'État","SEB",0,0,2569000,20001
"NMST",1,5,"Payments to Crown Corps","Paiement aux sociétés d'État","SEC",6279080,0,0,0
"NMST",1,5,"Payments to Crown Corps","Paiement aux sociétés d'État","VA",229121,490831,255498,663194
"NPA",1,1,"Operating and Program","Fonctionnement et Programme","ME",701325,701215,701095,465000
"NPA","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","ME",48675,49560,50740,29830
"NPA","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SA",-11210,-19474,-47403,0
"NPB",1,1,"Operating and Program","Fonctionnement et Programme","ME",41357732,40021838,40671103,40677794
"NPB",1,1,"Operating and Program","Fonctionnement et Programme","SEA",0,613916,0,0
"NPB",1,1,"Operating and Program","Fonctionnement et Programme","SEC",0,299150,0,0
"NPB",1,1,"Operating and Program","Fonctionnement et Programme","VA",4110025,1866887,2283332,3616556
"NPB","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","ME",5771262,5893912,6118853,5586177
"NPB","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SA",528583,-97191,-364246,0
"NPB","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SEA",0,82475,0,0
"NPB","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SEC",0,49000,0,0
"NPB","S",0,"Refunds of amounts credited to revenues in previous years","Remboursements de montants portés aux revenus d'exercices antérieurs","SA",18589,4090,7410,0
"NPB","S",0,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État","SA",29666,30510,13220,0
"NR",1,1,"Operating and Program","Fonctionnement et Programme","ME",649823365,654814321,450234684,496759758
"NR",1,1,"Operating and Program","Fonctionnement et Programme","SEA",195000000,237888974,67120072,631875
"NR",1,1,"Operating and Program","Fonctionnement et Programme","SEB",28102896,0,23749559,18686741
"NR",1,1,"Operating and Program","Fonctionnement et Programme","SEC",-2000000,21959690,500000,1096567
"NR",1,1,"Operating and Program","Fonctionnement et Programme","VA",42296876,30954623,23640448,51513289
"NR",10,3,"Grants & Contributions","Subventions et Contributions","ME",444039000,306608750,292249050,324921046
"NR",10,3,"Grants & Contributions","Subventions et Contributions","SEA",0,0,-8583582,7949000
"NR",10,3,"Grants & Contributions","Subventions et Contributions","SEB",6000000,0,3899000,18265000
"NR",10,3,"Grants & Contributions","Subventions et Contributions","SEC",0,300001,13000,62775575
"NR",5,2,"Capital","Capital","ME",12777080,14700394,53318447,55781300
"NR",5,2,"Capital","Capital","SEA",0,39586996,29270500,0
"NR",5,2,"Capital","Capital","SEB",400001,0,230000,737387
"NR",5,2,"Capital","Capital","SEC",2000001,120001,0,0
"NR",5,2,"Capital","Capital","VA",3102993,15026,4918957,12663796
"NR","S",0,"Contribution to the Canada and Newfoundland Offshore Petroleum Board","Contribution à l'Office Canada et Terre-Neuve des hydrocarbures extracôtiers","ME",7756000,8835000,8835000,8835000
"NR","S",0,"Contribution to the Canada and Newfoundland Offshore Petroleum Board","Contribution à l'Office Canada et Terre-Neuve des hydrocarbures extracôtiers","SA",-2371222,-4573000,-6627218,0
"NR","S",0,"Contribution to the Canada and Nova Scotia Offshore Petroleum Board","Contribution à l'Office Canada et Nouvelle-Écosse des hydrocarbures extracôtiers","ME",3550000,3965000,4012500,4355000
"NR","S",0,"Contribution to the Canada and Nova Scotia Offshore Petroleum Board","Contribution à l'Office Canada et Nouvelle-Écosse des hydrocarbures extracôtiers","SA",-664520,-1894611,-2788141,0
"NR","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","ME",55167866,56333006,53296914,53401693
"NR","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SA",-260679,-3947159,-8635038,0
"NR","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SEA",0,312352,6087814,122834
"NR","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SEB",464416,0,441005,989914
"NR","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SEC",0,530255,0,78126
"NR","S",0,"Geomatics Canada Revolving Fund","Fonds renouvelable de Géomatique Canada","SA",6835057,6366602,6838671,0
"NR","S",0,"Grant to the Canada Foundation for Sustainable Development Technology for the Next Generation Biofuels Fund","Subvention à la Fondation du Canada pour l'appui technologique au développement durable pour le Fonds des biocarburants de la prochaine génération","ME",79338000,0,0,0
"NR","S",0,"Grant to the Canada Foundation for Sustainable Development Technology for the Next Generation Biofuels Fund","Subvention à la Fondation du Canada pour l'appui technologique au développement durable pour le Fonds des biocarburants de la prochaine génération","SA",-79338000,337616,2290112,0
"NR","S",0,"Payments of the Crown Share Adjustment for Nova Scotia Offshore Petroleum Resources","Paiements de rajustement à l'égard de la part de la Couronne pour les ressources pétrolières extracôtières de la Nouvelle-Écosse","ME",14394000,13055439,2407505,1817724
"NR","S",0,"Payments of the Crown Share Adjustment for Nova Scotia Offshore Petroleum Resources","Paiements de rajustement à l'égard de la part de la Couronne pour les ressources pétrolières extracôtières de la Nouvelle-Écosse","SA",-9017663,-732946,-800552,0
"NR","S",0,"Payments to the Newfoundland Offshore Petroleum Resource Revenue Fund","Paiements au Fonds terre-neuvien des recettes provenant des ressources en hydrocarbures extracôtières","ME",1199509000,1081330864,713252922,387366755
"NR","S",0,"Payments to the Newfoundland Offshore Petroleum Resource Revenue Fund","Paiements au Fonds terre-neuvien des recettes provenant des ressources en hydrocarbures extracôtières","SA",-447568843,-780110820,-257821321,0
"NR","S",0,"Payments to the Nova Scotia Offshore Revenue Account","Paiements au Compte néo-écossais des recettes extracôtières","ME",68216000,74751837,14828231,6623774
"NR","S",0,"Payments to the Nova Scotia Offshore Revenue Account","Paiements au Compte néo-écossais des recettes extracôtières","SA",3943315,-46637490,-1868113,0
"NR","S",0,"Salary and Motor Car Allowance","Traitement et allocation pour automobile","ME",80300,82100,83500,84400
"NR","S",0,"Salary and Motor Car Allowance","Traitement et allocation pour automobile","SA",0,-56,0,0
"NR","S",0,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État","SA",783392,681324,579754,0
"NRC",1,1,"Operating and Program","Fonctionnement et Programme","ME",374598983,350027685,400731653,349138111
"NRC",1,1,"Operating and Program","Fonctionnement et Programme","SEA",0,46953832,924300,52378832
"NRC",1,1,"Operating and Program","Fonctionnement et Programme","SEB",7960000,0,1618017,-1485000
