service_id,year,cra_business_ids_collected,sin_collected,phone_inquiry_count,online_inquiry_count,online_application_count,live_application_count,mail_application_count,other_application_count,comment_en,comment_fr
1349,2018,Not Applicable,Not Applicable,,,92.0,,,,Number of phone calls are not tracked as email and online inquiries are the only form of initial contact with users of the site. Follow up calls can be made for follow up support but are not tracked in our ticketing system. We do not receive written applications or inquiries by mail.,"Le nombre d’appels téléphoniques ne fait pas l’objet d’un suivi étant donné que les demandes effectuées par courriel et par téléphone sont les seules formes de prise de contact initiales avec les utilisateurs du site. Il peut être possible d’effectuer des appels de suivi afin d’assurer un suivi de soutien, mais ces derniers ne font pas l’objet d’un suivi dans notre système de tickets. Nous ne recevons pas de demandes écrites ou de demandes de renseignements par courrier."
1290,2018,Yes,Not Applicable,1140.0,31171.0,,,293.0,,"As per information provided on the Work-Sharing Web Site: ""Employers are instructed to submit their complete application by mail…""
https://www.canada.ca/fr/emploi-developpement-social/services/travail-partage/demande.html","Comme indiqué le le site Web: ""Les employeurs peuvent présenter leur demande remplie par la poste à l'une des adresses suivantes…""
https://www.canada.ca/fr/emploi-developpement-social/services/travail-partage/demande.html"
666,2018,Not Applicable,Not Applicable,,,,3059.0,8546.0,,"In 2018-2019, Applications to join, renew, or re-apply to RABC could be made by mail or in-person only.","En 2018-2019, les demandes d'adhésion, de renouvellement ou de nouvelle demande au PFRE pourraient être faites par la poste ou en personne seulement."
1844,2018,Not Applicable,Not Applicable,,,170.0,,,,LAC received 170 Public Opinion Research Reports in 2018-19,BAC a reçu 170 rapports de recherche d'opinion publique en 2018-19
1247,2018,Not Applicable,No,3.0,,,,,,"As a result of the overwhelming demand for funding in 2017-2018, the majority of the Program's funding is committed in multi-year agreements and other funding streams.

Phone enquiries tracked monthly by 1-800-O-CANADA.","Suite à l'importante demande de financement en 2017-2018, la majorité du financement est engagée dans des ententes pluriannuelles et d’autres volets de financement.

Les demandes téléphoniques sont suivies par 1-800-O-CANADA."
720,2018,No,Not Applicable,,,,,10.0,9.0,"CLVS Application are received by mail or email, often combination of both","Les demandes de programme des messageries d'expéditions de faible valeur (EFV) sont reçues par la poste, par courriel ou une combinaison des deux."
779,2018,No,No,,,,,,,,S.O.
309,2018,Yes,Not Applicable,,,,,,131.0,"Applications can be received by email, mail or fax","Les demandes peuvent être reçues par courriel, courrier ou télécopieur."
657,2018,No,No,0.0,3917.0,0.0,0.0,0.0,166.0,The number reported reflects Expressions of Interest (EOI) received for new single or multi-year projects. All EOIs must be submitted to CanNor via email.,Le nombre indiqué reflète les déclarations d’intérêt (DI) reçues pour de nouveaux projets d’une ou de plusieurs années. Toutes les DI doivent être soumises à CanNor par courrier électronique.
1546,2018,No,No,0.0,402.0,0.0,0.0,0.0,0.0,Applications are required related to prohibitions.,Les demandes sont nécessaires pour les interdictions.
1115,2018,Not Applicable,Not Applicable,,,22541.0,,287837.0,,"Volumes for the number of telephone calls, website visits, in-person returns and returns submitted through other channels are not provided as this service uses the online and mail channels to receive returns.","Les volumes pour le nombre d'appels téléphoniques, de visites sur le site Web, de déclarations transmises en personne et de déclarations transmises par d'autres voies ne sont pas fournis puisque ce service utilise les canaux en ligne et postal pour recevoir les déclarations."
1300,2018,Not Applicable,Not Applicable,,,,,,,ISC does not track the number of inquiries (or related follow-up activities) from First Nation communities or other service providers.,SAC ne suit pas le nombre de demandes de renseignements (ou d'activités de suivi connexes) émanant de communautés des Premières nations ou d'autres fournisseurs de services.
668,2018,Not Applicable,Not Applicable,,,,,508.0,,"In 2018-2019, Applications to join, renew, or re-apply to CDRP could be made by mail only.","En 2018-2019, les demandes d'adhésion, de renouvellement ou de nouvelle demande au PICSC pourraient être faites par courrier seulement."
1518,2018,Not Applicable,No,,,1177.0,,,,"The Immigration Representatives email mailbox does not accept any client applications, nor does it accept telephone inquiries.","La boîte aux lettres électronique des représentants en immigration accepte ni des demandes des clients, ni les demandes de renseignements téléphoniques."
1501,2018,Not Applicable,No,36765.0,147046.0,,,12698.0,,This service is not available through other service delivery channels.,Ce service n'est pas disponible via d'autres modes de prestation de services.
1954,2018,No,No,0.0,0.0,600.0,0.0,0.0,0.0,"All applications for licences must be done through the online Cannabis Tracking and Licensing System, though interactions with licence applicants are done through multiple channels (email, telephone, mails)","Toutes les demandes de licence doivent être effectuées par le Système de suivi du cannabis et de demande de licence (SSCDL), qui est sur ligne, bien que les interactions avec les demandeurs de licence se fassent par différents canaux (courrier électronique, téléphone, courriers)."
1302,2018,Not Applicable,Not Applicable,,,,,,,ISC does not track the number of inquiries (or related follow-up activities) from First Nation communities or other service providers.,SAC ne suit pas le nombre de demandes de renseignements (ou d'activités de suivi connexes) émanant de communautés des Premières nations ou d'autres fournisseurs de services.
1344,2018,Yes,Not Applicable,0.0,492.0,21.0,,0.0,1.0,Telephone Inquiries are not tracked,Les demandes de renseignements par téléphone ne font pas l'objet d'un suivi.
1817,2018,No,No,150.0,53.0,100.0,0.0,0.0,0.0,"Since our service has exsited for over 45 years now, many of our recurring clients will call conference managers directly or will email them directly, hence no statistic is kepts on these types of inquiry","Étant donné que notre service existe depuis plus de 45 ans, bon nombre de nos clients récurrents appellent directement les gestionnaires de conférence ou les leur envoient directement par courrier électronique. Par conséquent, aucune statistique n'est disponible concernant ce type de demande"
1792,2018,Not Applicable,Not Applicable,,881500.0,,,,,"Total annual business volume is in the range of 55,000 to 85,000",Le volume d'activité annuel varie entre 55 000 et 85 000
1493,2018,Not Applicable,No,,14246.0,,3463.0,3700.0,,This service is not available through other service delivery channels.,Ce service n'est pas disponible via d'autres modes de prestation de services.
1305,2018,Not Applicable,Not Applicable,,,,,,,ISC does not track the number of inquiries (or related follow-up activities) from First Nation communities or other service providers.,SAC ne suit pas le nombre de demandes de renseignements (ou d'activités de suivi connexes) émanant de communautés des Premières nations ou d'autres fournisseurs de services.
915,2018,Not Applicable,Not Applicable,,,,,,339.0,Email,Courriel
1220,2018,Not Applicable,Not Applicable,0.0,0.0,0.0,0.0,0.0,0.0,The number of applications received by OSFI is not tracked by communications channel. The number of applications received over the last fiscal year is 852. An application may involve multiple approvals. Service fees are levied on applications for new entrants.,Le nombre de demandes reçues par le BSIF ne fait pas l'objet d'un suivi par voie de communication.  Le nombre de demandes reçues au cours du dernier exercice est de 852. Une demande peut nécessiter plusieurs approbations. Les frais de service sont appliqués pour les nouveaux demandeurs.
1623,2018,No,Not Applicable,0.0,0.0,0.0,0.0,0.0,44.0,,
1677,2018,No,No,,0.0,0.0,,,,"Website visits are not relevant.  A more accurate portrayal is through the number of jobs processed or the number of data retrieval/downloads -  from the CADC servers


The service is offered through the following channels: 
• Online","Le nombre de visites du site Web n'est pas pertinent pour ce service. Une représentation plus précise du volume d'affaire  peut être obtenue par le nombre de travaux traités ou le nombre d'extraction/téléchargement de données - à partir des serveurs du CCDA.

Le service est offert par les voies suivantes:
• en ligne"
1313,2018,Not Applicable,Not Applicable,,,,,,,ISC does not track the number of inquiries (or related follow-up activities) from First Nation communities or other service providers.,SAC ne suit pas le nombre de demandes de renseignements (ou d'activités de suivi connexes) émanant de communautés des Premières nations ou d'autres fournisseurs de services.
