"IndicatorID","ResultID","Title_en","DateToBeAcheivedYear","DateToBeAcheivedMonth","ResultExp_en","datatype","MinTarget_num","MaxTarget_num","TargetResult_en","Document","Actual_Datatype","actual_Result_en","status_color","period"
"NI033-0120-2016","NR033-0017-2016","Anticipated total consumer savings for the duration of the remedy from Bureau deterrence related actions",2017,3,"The variance between the target and the result is due to the difficulty in anticipating whether and when criminal investigations will conclude and become public.","dollar",4360000000.00,"","","drr16","dollar",190400000,"failure","past"
"NI033-0120-2017","NR033-0017-2017","Anticipated total consumer savings for the duration of the remedy from Bureau deterrence related actions",2018,3,"","dollar",2180000000.00,"","","dp17","","","",""
"NI033-0121-2016","NR033-0080-2016","Number of instances to date where the recipients have established a collaborative relationship with other private sector companies, universities, colleges, and/or affiliated research institutes",2017,3,"","text","","",45,"drr16","text","AIF: 35, ASIP: 49","success","past"
"NI033-0121-2017","NR033-0080-2017","Number of instances to date where the recipients have established a collaborative relationship with other private sector companies, universities, colleges, and/or affiliated research institutes.",2018,3,"","num",50.00,"","","dp17","","","",""
"NI033-0122-2016","NR033-0081-2016","Number of participating municipalities",2017,3,"","num",790.00,"","","drr16","num",915,"success","past"
"NI033-0122-2017","NR033-0081-2017","Number of participating municipalities",2018,3,"","num",940.00,"","","dp17","","","",""
"NI034-0005-2016","NR034-0001-2016","Rail freight transportation intensity (tonne-km per locomotive) (Transportation intensity represents system usage)",2017,3,"","num",120917636.00,"","","drr16","num",166397167,"success","past"
"NI034-0005-2017","NR034-0001-2017","Rail freight transportation intensity (tonne-km per locomotive) (Transportation intensity represents system usage)",2018,3,"","num",120917636.00,120917636.00,"","dp17","","","",""
"NI034-0006-2016","NR034-0001-2016","Truck freight transportation intensity (tonne-km per heavy vehicle) (Transportation intensity represents system usage)",2017,3,"","num",1662130.00,"","","drr16","num",1849307,"success","past"
"NI034-0006-2017","NR034-0001-2017","Truck freight transportation intensity (tonne-km per heavy vehicle) (Transportation intensity represents system usage)",2018,3,"","num",1662130.00,1662130.00,"","dp17","","","",""
"NI034-0007-2016","NR034-0002-2016","Revenue Passenger Kilometres (RPK) by air",2017,3,"","num",233900000000.00,"","","drr16","num",275900000000,"success","past"
"NI034-0007-2017","NR034-0002-2017","Revenue Passenger Kilometres (RPK) by air",2018,3,"","num",233900000000.00,233900000000.00,"","dp17","","","",""
"NI034-0009-2016","NR034-0003-2016","Tonnage handled by Canadian carriers (domestic)",2017,3,"","num",64400000.00,"","","drr16","num",61300000,"success","past"
"NI034-0009-2017","NR034-0003-2017","Tonnage handled by Canadian carriers (domestic)",2018,3,"","num",64400000.00,64400000.00,"","dp17","","","",""
"NI034-0010-2016","NR034-0003-2016","Tonnage handled by Canadian carriers (Transborder)",2017,3,"","num",38000000.00,"","","drr16","num",38700000,"success","past"
"NI034-0010-2017","NR034-0003-2017","Tonnage handled by Canadian carriers (Transborder)",2018,3,"","num",38000000.00,38000000.00,"","dp17","","","",""
"NI034-0011-2016","NR034-0004-2016","Total Factor Productivity (quantity of outputs divided by a weighted aggregate of all inputs, indexed to 1986)",2017,3,"","num",224.80,"","","drr16","num",224.7,"success","past"
"NI034-0011-2017","NR034-0004-2017","Total Factor Productivity (quantity of outputs divided by a weighted aggregate of all inputs, indexed to 1986)",2018,3,"","num",224.80,224.80,"","dp17","","","",""
"NI034-0012-2016","NR034-0005-2016","Total average landside transit time (number of days) of international containerized freight using Canada’s strategic gateways and trade corridors.",2017,3,"","text","","","7.0 days of average landside transit with a standard deviation of 0.4 days","drr16","text","6.8 days with standard deviation of 0.5 days","success","past"
"NI034-0012-2017","NR034-0005-2017","Total average landside transit time (number of days) of international containerized freight using Canada’s strategic gateways and trade corridors.",2018,3,"","text","","","7.0 days of average landside transit with a standard deviation of 0.4 days","dp17","","","",""
"NI034-0013-2016","NR034-0006-2016","Landside fluidity for British Columbia ports: Total average transit time (number of days) of international containerized freight using the Asia-Pacific Gateway and Corridor from the BC ports to Toronto.",2017,3,"","text","","","Average of 8.5 days with standard deviation of 0.5 days","drr16","text","Average of 9.4 days, standard deviation of 0.8 days","success","past"
"NI034-0013-2017","NR034-0006-2017","Landside fluidity for British Columbia ports: Total average transit time (number of days) of international containerized freight using the Asia-Pacific Gateway and Corridor from the BC ports to Toronto.",2018,3,"","text","","","Average of 8.5 days with standard deviation of 0.5 days","dp17","","","",""
"NI034-0014-2016","NR034-0006-2016","Canadian share of the North American West Coast trade based on the change in volume of Twenty Foot Equivalent Unit imports and exports. Twenty Foot Equivalent Unit (TEU): A unit of measurement equal to the space occupied by a standard twenty foot container. Used in stating the capacity of a container vessel or storage area, one 40 foot container is equal to two TEUs. Source: American Association of Port Authorities.",2017,3,"","percent",12.00,"","","drr16","percent",14,"success","past"
"NI034-0014-2017","NR034-0006-2017","Canadian share of the North American West Coast trade based on the change in volume of Twenty Foot Equivalent Unitimports and exports. Twenty Foot Equivalent Unit (TEU): A unit of measurement equal to the space occupied by a standard twenty foot container. Used in stating the capacity of container vessel or storage area. One 40 ft. container is equal to two TEUs. Source: American Association of Port Authorities",2018,3,"","percent",12.00,12.00,"","dp17","","","",""
"NI034-0015-2016","NR034-0007-2016","Total average landside transit time (number of days) of international containerized freight using the Continental and Atlantic Gateways and Trade Corridors.",2017,3,"","text","","","Average of 4 days with standard deviation of 0.3 days","drr16","text","Average of 4.2 days, standard deviation of 0.4 days","success","past"
"NI034-0015-2017","NR034-0007-2017","Total average landside transit time (number of days) of international containerized freight using the Continental and Atlantic Gateways and Trade Corridors.",2018,3,"","text","","","Average of 4 days with standard deviation of 0.3 days","dp17","","","",""
"NI034-0016-2016","NR034-0007-2016","Value of imports using the Continental Gateway and Trade Corridors in Ontario (Millions of CND $)",2017,3,"","num",265000000000.00,"","","drr16","num",333530000000,"success","past"
"NI034-0016-2017","NR034-0007-2017","Value of imports using the Continental Gateway and Trade Corridors in Ontario (Millions of CND $)",2018,3,"","num",265000.00,265000.00,"","dp17","","","",""
"NI034-0017-2016","NR034-0008-2016","Percentage of federally funded transportation infrastructure that meets annually established operational targets",2017,3,"","percent",100.00,"","","drr16","percent",100,"success","past"
"NI034-0017-2017","NR034-0008-2017","Percentage of federally funded transportation infrastructure that meets annually established operational targets",2018,3,"","percent",100.00,100.00,"","dp17","","","",""
"NI034-0018-2016","NR034-0009-2016","Percentage of federally supported airport infrastructure that is operational",2017,3,"","percent",100.00,"","","drr16","percent",100,"success","past"
"NI034-0018-2017","NR034-0009-2017","Percentage of federally supported airport infrastructure that is operational",2018,3,"","percent",100.00,100.00,"","dp17","","","",""
"NI034-0019-2016","NR034-0010-2016","Percentage of National Airports System (NAS) airports that are in substantive compliance with their lease terms",2017,3,"","percent",100.00,"","","drr16","percent",100,"success","past"
"NI034-0019-2017","NR034-0010-2017","Percentage of National Airports System (NAS) airports that are in substantive compliance with their lease terms",2018,3,"","percent",100.00,100.00,"","dp17","","","",""
"NI034-0020-2016","NR034-0011-2016","Percentage of airports that are operational",2017,3,"","percent",100.00,"","","drr16","percent",100,"success","past"
"NI034-0020-2017","NR034-0011-2017","Percentage of airports that are operational",2018,3,"","percent",100.00,100.00,"","dp17","","","",""
"NI034-0021-2016","NR034-0012-2016","Percentage of funded airports certified operational",2017,3,"","percent",100.00,"","","drr16","percent",100,"success","past"
"NI034-0021-2017","NR034-0012-2017","Percentage of funded airports certified operational",2018,3,"","percent",100.00,100.00,"","dp17","","","",""
"NI034-0022-2016","NR034-0013-2016","Percentage of marine infrastructure operational",2017,3,"","percent",100.00,"","","drr16","percent",100,"success","past"
"NI034-0022-2017","NR034-0013-2017","Percentage of marine infrastructure operational",2018,3,"","percent",100.00,100.00,"","dp17","","","",""
"NI034-0023-2016","NR034-0014-2016","Percentage of transactions in compliance with federal Acts, regulations and policies",2017,3,"","percent",100.00,"","","drr16","percent",100,"success","past"
