"id","dept_code","name_fr","desc_fr","is_active","is_drf","is_internal_service"
"SSHRC-BNT00","SSHRC","Financement de la recherche et formation en sciences humaines","Par l’entremise de subventions et de bourses d’études et de recherche, le Conseil de recherches en sciences humaines s’emploie à promouvoir et à appuyer la recherche et la formation en recherche dans le domaine des sciences humaines afin de cultiver le talent, de produire des connaissances et d’établir des liens en vue de retombées économiques, culturelles et sociales pour les Canadiens.",1,1,0
"SSHRC-BNU00","SSHRC","Soutien institutionnel aux coûts indirects de la recherche","Au nom du Conseil de recherches en sciences naturelles et en génie et des Instituts de recherche en santé du Canada, et en son propre nom, le Conseil de recherches en sciences humaines fournit un soutien financier à des universités, à des collèges, à des hôpitaux et à des instituts de recherche affiliés afin de rembourser une partie des coûts indirects associés à la recherche financée.",1,1,0
"SSHRC-ISS00","SSHRC","Services internes","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes utilisé. Ces services sont:  Services de gestion des acquisitions, Services de communication, Services de gestion financière, Services de gestion des ressources humaines, Services de gestion de l'information, Services de technologie de l'information, Services juridiques, Services de gestion du matériel, Services de gestion et de surveillance, Services de gestion des biens immobiliers.",1,1,1
"SSHRC-SO324","SSHRC","Que le Canada ait la capacité organisationnelle pour favoriser la recherche et les activités connexes dans le domaine des sciences humaines, des sciences naturelles, du génie et de la santé.",,0,0,0
"SSHRC-SO325","SSHRC","Le Canada est un chef de file mondial de la recherche et de la formation en sciences humaines.",,0,0,0
"SSHRC-SO326","SSHRC","Services internes",,0,0,1
"SWC-BWH00","SWC","Mobiliser des partenaires et promouvoir l’avancement des femmes et des filles vers l’égalité","CFC mobilise des partenaires et fait la promotion de l’égalité entre les femmes et les hommes au Canada en dialoguant avec la population et des institutions canadiennes, ainsi qu’avec des partenaires locaux, nationaux et internationaux. CFC accroît la sensibilisation à l’égalité des sexes et aide des organismes fédéraux à intégrer systématiquement les résultats d’analyses comparatives entre les sexes aux politiques et programmes fédéraux. CFC aide également d’autres partenaires et institutions – par son expertise, sa contribution à la recherche et son enrichissement du savoir sur des sujets tels que l’accès des femmes au pouvoir, de même que son financement d’initiatives communautaires – à améliorer le bien-être social et économique des Canadiennes.",0,1,0
"SWC-BXR00","SWC","Faire avancer l’égalité des genres","Le ministère des Femmes et de l’Égalité des genres fait avancer l’égalité des genres pour les femmes, notamment l’égalité sociale, économique et politique en ce qui touche aux sexes, à l’orientation sexuelle et à l’identité ou expression de genre. Le Ministère favorise une meilleure compréhension de l’interaction du sexe et du genre avec d’autres facteurs identitaires dont la race, l’origine nationale et ethnique, l’origine ou l’identité autochtone, l’âge, l’orientation sexuelle, la situation socioéconomique, le lieu de résidence et le handicap. Le Ministère élabore et coordonne des politiques et des programmes et entreprend des recherches ainsi que des collectes et analyses de données ayant trait à ces politiques et programmes, et il renseigne le public par des activités de sensibilisation. Le Ministère fournit des conseils au gouvernement pour parvenir aux résultats et aux objectifs que s'est fixés le Canada en matière d’égalité des genres, y compris la promotion de la budgétisation sensible aux genres, et il contribue – par son expertise, sa contribution à la recherche et son financement d’initiatives communautaires – à l’avancement de l’égalité des genres auprès d’autres partenaires et parties prenantes. Le Ministère agit comme axe central de la mise en commun de l’expertise au Canada et avec ses partenaires sur la scène internationale, et il s’appuie sur ses connaissances pour orienter les priorités du Canada en matière d’égalité des genres.",1,1,0
"SWC-ISS00","SWC","Services internes","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes utilisé. Ces services sont:  Services de gestion des acquisitions, Services de communication, Services de gestion financière, Services de gestion des ressources humaines, Services de gestion de l'information, Services de technologie de l'information, Services juridiques, Services de gestion du matériel, Services de gestion et de surveillance, Services de gestion des biens immobiliers.",1,1,1
"SWC-SO329","SWC","Promotion et avancement de l'égalité entre femmes et hommes au Canada.",,0,0,0
"SWC-SO331","SWC","Services internes",,0,0,1
"TBC-BXA00","TBC","Surveillance des dépenses","Revoir les propositions et les autorisations de dépenses; revoir les programmes gouvernementaux actuels et proposés quant à l’efficience, l’efficacité et la pertinence; informer le Parlement et les Canadiens sur les dépenses du gouvernement.",1,1,0
