id,stable_id,subject_id,name_en,name_fr,doc
PROGRAM-dp20-2655,PROGRAM-716,NR-BTL01,Timely access to georeferencing at the highest accuracy levels through a common coordinate reference system consistent with international standards,"Accès en temps opportun à un géoréférencement des plus précis au moyen d’un système commun de référence des coordonnées, conforme aux normes internationales",dp20
PROGRAM-drr19-2656,PROGRAM-721,NR-BTL02,Stakeholders have access to geoscience knowledge for Canada’s onshore and offshore Lands,Les intervenants ont accès à des connaissances géoscientifiques sur les terres continentales et extracôtières du Canada,drr19
PROGRAM-dp20-2656,PROGRAM-721,NR-BTL02,Stakeholders have access to geoscience knowledge for Canada’s onshore and offshore Lands,Les intervenants ont accès à des connaissances géoscientifiques sur les terres continentales et extracôtières du Canada,dp20
PROGRAM-drr19-2657,PROGRAM-701,NR-BTL03,"Stakeholders access geospatial data, information, services and knowledge products","Les intervenants accèdent aux données, à l'information, aux services et aux produits de connaissances géospatiaux",drr19
PROGRAM-dp20-2657,PROGRAM-701,NR-BTL03,"Stakeholders access geospatial data, information, services and knowledge products","Les intervenants accèdent aux données, à l'information, aux services et aux produits de connaissances géospatiaux",dp20
PROGRAM-drr19-2658,PROGRAM-715,NR-BTL04,Canada-US Treaty obligations are met,Les obligations du Traité entre le Canada et les États-Unis sont respectées,drr19
PROGRAM-dp20-2658,PROGRAM-715,NR-BTL04,Canada-US Treaty obligations are met,Les obligations du Traité entre le Canada et les États-Unis sont respectées,dp20
PROGRAM-drr19-2659,PROGRAM-714,NR-BTL05,"Delivery of reliable survey infrastructure on Canada Lands through the Canada Lands Survey Records (CLSR) and up-to-date digital cadastral data required for effective land administration
","Fourniture d’une infrastructure d’arpentage fiable sur les terres du Canada grâce aux Archives d’arpentage des terres du Canada (AATC) et aux données cadastrales numérisées à ce jour, requise pour une administration efficace des terres
",drr19
PROGRAM-dp20-2659,PROGRAM-714,NR-BTL05,"Delivery of reliable survey infrastructure on Canada Lands through the Canada Lands Survey Records (CLSR) and up-to-date digital cadastral data required for effective land administration
","Fourniture d’une infrastructure d’arpentage fiable sur les terres du Canada grâce aux Archives d’arpentage des terres du Canada (AATC) et aux données cadastrales numérisées à ce jour, requise pour une administration efficace des terres
",dp20
PROGRAM-drr19-2660,PROGRAM-722,NR-BTL06,Stakeholders have access to the latest sustainable development research findings,Les intervenants ont accès aux derniers résultats de recherche sur le développement durable,drr19
PROGRAM-dp20-2660,PROGRAM-722,NR-BTL06,Stakeholders have access to the latest sustainable development research findings,Les intervenants ont accès aux derniers résultats de recherche sur le développement durable,dp20
PROGRAM-drr19-2661,PROGRAM-712,NR-BTL07,Forest pest management and phytosanitary practices are enhanced,Les pratiques phytosanitaires et de gestion des ravageurs forestiers sont améliorées,drr19
PROGRAM-dp20-2661,PROGRAM-712,NR-BTL07,Forest pest management and phytosanitary practices are enhanced,Les pratiques phytosanitaires et de gestion des ravageurs forestiers sont améliorées,dp20
PROGRAM-drr19-2662,PROGRAM-711,NR-BTL08,Carbon reporting requirements related to forestry are met,Les exigences de production de rapports sur le carbone liées aux forêts sont satisfaites,drr19
PROGRAM-dp20-2662,PROGRAM-711,NR-BTL08,Carbon reporting requirements related to forestry are met,Les exigences de production de rapports sur le carbone liées aux forêts sont satisfaites,dp20
PROGRAM-drr19-2663,PROGRAM-717,NR-BTL09,Increased capacity to support actions to adapt to a changing climate in Canadian communities and businesses in the natural resources sector,"Capacité accrue d’appuyer les mesures d’adaptation aux changements climatiques dans les collectivités et les entreprises canadiennes, dans le secteur des ressources naturelles",drr19
PROGRAM-dp20-2663,PROGRAM-717,NR-BTL09,Increased capacity to support actions to adapt to a changing climate in Canadian communities and businesses in the natural resources sector,"Capacité accrue d’appuyer les mesures d’adaptation aux changements climatiques dans les collectivités et les entreprises canadiennes, dans le secteur des ressources naturelles",dp20
PROGRAM-drr19-2664,PROGRAM-718,NR-BTL10,Strengthened national security in support of the Explosives Act,Renforcement de la sécurité nationale à l'appui de la Loi sur les explosifs,drr19
PROGRAM-dp20-2664,PROGRAM-718,NR-BTL10,Strengthened national security in support of the Explosives Act,Renforcement de la sécurité nationale à l'appui de la Loi sur les explosifs,dp20
PROGRAM-drr19-2665,PROGRAM-719,NR-BTL11,NRCan provides timely natural hazard monitoring and alerts,RNCan fournit la surveillance des risques naturelles et des alertes en temps opportun,drr19
PROGRAM-dp20-2665,PROGRAM-719,NR-BTL11,NRCan provides timely natural hazard monitoring and alerts,RNCan fournit la surveillance des risques naturelles et des alertes en temps opportun,dp20
PROGRAM-drr19-2666,PROGRAM-710,NR-BTL12,Decision-makers have access to advisory services supporting wildfire management,"Les décideurs ont accès à des services consultatifs à l’appui de la gestion des feux de végétation
 
",drr19
PROGRAM-dp20-2666,PROGRAM-710,NR-BTL12,Decision-makers have access to advisory services supporting wildfire management,"Les décideurs ont accès à des services consultatifs à l’appui de la gestion des feux de végétation
 
",dp20
PROGRAM-drr19-2667,PROGRAM-700,NR-BTL13,Project arrangements are made with researchers for logistics support across Canada and its Arctic,Ententes de projets sont conclues avec les chercheurs pour obtenir un soutien logistique partout au Canada et dans les zones arctiques,drr19
PROGRAM-dp20-2667,PROGRAM-700,NR-BTL13,Project arrangements are made with researchers for logistics support across Canada and its Arctic,Ententes de projets sont conclues avec les chercheurs pour obtenir un soutien logistique partout au Canada et dans les zones arctiques,dp20
PROGRAM-drr19-2668,PROGRAM-705,NR-BTM01,"Increased investment by stakeholders in clean energy technology, research, development and demonstration (RD&D) project","Hausse des investissements des intervenants dans les projets de recherche, développement et démonstration (RD et D) en matière de technologies énergétiques propres",drr19
PROGRAM-dp20-2668,PROGRAM-705,NR-BTM01,"Increased investment by stakeholders in clean energy technology, research, development and demonstration (RD&D) project","Hausse des investissements des intervenants dans les projets de recherche, développement et démonstration (RD et D) en matière de technologies énergétiques propres",dp20
PROGRAM-drr19-2669,PROGRAM-704,NR-BTM02,Technology and knowledge products transferred to target beneficiaries,Produits technologiques et de connaissances sont rendus accessibles aux destinataires ciblés,drr19
PROGRAM-dp20-2669,PROGRAM-704,NR-BTM02,Technology and knowledge products transferred to target beneficiaries,Produits technologiques et de connaissances sont rendus accessibles aux destinataires ciblés,dp20
PROGRAM-drr19-2670,PROGRAM-706,NR-BTM03,"Research, development and demonstration (RD&D) projects that result in intellectual property or inform codes, standards and regulations","Projets de recherche, développement et démonstration (RD et D) qui aboutissent en propriété intellectuelle ou qui servent à informer les codes, normes et règlements.",drr19
PROGRAM-dp20-2670,PROGRAM-706,NR-BTM03,"Research, development and demonstration (RD&D) projects that result in intellectual property or inform codes, standards and regulations","Projets de recherche, développement et démonstration (RD et D) qui aboutissent en propriété intellectuelle ou qui servent à informer les codes, normes et règlements.",dp20
PROGRAM-drr19-2671,PROGRAM-720,NR-BTM04,"Technical reports and new intellectual property assets related to energy efficiency, enhanced productivity and waste management are developed for","Des rapports techniques et de nouveaux actifs de propriété intellectuelle sont élaborés pour l’efficacité énergétique, l’amélioration de la productivité et la gestion des résidus",drr19
PROGRAM-dp20-2671,PROGRAM-720,NR-BTM04,"Technical reports and new intellectual property assets related to energy efficiency, enhanced productivity and waste management are developed for","Des rapports techniques et de nouveaux actifs de propriété intellectuelle sont élaborés pour l’efficacité énergétique, l’amélioration de la productivité et la gestion des résidus",dp20
PROGRAM-drr19-2672,PROGRAM-709,NR-BTM05,"Stakeholders access deployable, science-based solutions supporting forest fibre end-users as the cornerstone of an innovative, prosperous Canadian bioeconomy",Les intervenants accèdent à des solutions déployables fondées sur les données scientifiques qui appuient les utilisateurs finaux de la fibre forestière comme pierre angulaire d'une bioéconomie canadienne novatrice et prospère,drr19
