Year,Department or agency,Age band,Number of employees
2019,Canadian Nuclear Safety Commission,65+,31
2019,Canadian Nuclear Safety Commission Total,Total,903
2019,Canadian Radio-television and Telecommunications Commission,<20,*
2019,Canadian Radio-television and Telecommunications Commission,20-24,26
2019,Canadian Radio-television and Telecommunications Commission,25-29,45
2019,Canadian Radio-television and Telecommunications Commission,30-34,53
2019,Canadian Radio-television and Telecommunications Commission,35-39,88
2019,Canadian Radio-television and Telecommunications Commission,40-44,98
2019,Canadian Radio-television and Telecommunications Commission,45-49,55
2019,Canadian Radio-television and Telecommunications Commission,50-54,52
2019,Canadian Radio-television and Telecommunications Commission,55-59,42
2019,Canadian Radio-television and Telecommunications Commission,60-64,20
2019,Canadian Radio-television and Telecommunications Commission,65+,*
2019,Canadian Radio-television and Telecommunications Commission Total,Total,493
2019,Canadian Space Agency,<20,*
2019,Canadian Space Agency,20-24,38
2019,Canadian Space Agency,25-29,39
2019,Canadian Space Agency,30-34,38
2019,Canadian Space Agency,35-39,80
2019,Canadian Space Agency,40-44,102
2019,Canadian Space Agency,45-49,109
2019,Canadian Space Agency,50-54,107
2019,Canadian Space Agency,55-59,98
2019,Canadian Space Agency,60-64,49
2019,Canadian Space Agency,65+,*
2019,Canadian Space Agency Total,Total,692
2019,Canadian Transportation Agency,<20,*
2019,Canadian Transportation Agency,20-24,18
2019,Canadian Transportation Agency,25-29,32
2019,Canadian Transportation Agency,30-34,29
2019,Canadian Transportation Agency,35-39,30
2019,Canadian Transportation Agency,40-44,50
2019,Canadian Transportation Agency,45-49,35
2019,Canadian Transportation Agency,50-54,37
2019,Canadian Transportation Agency,55-59,20
2019,Canadian Transportation Agency,60-64,12
2019,Canadian Transportation Agency,65+,*
2019,Canadian Transportation Agency Total,Total,272
2019,Civilian Review and Complaints Commission for the RCMP,20-24,7
2019,Civilian Review and Complaints Commission for the RCMP,25-29,7
2019,Civilian Review and Complaints Commission for the RCMP,30-34,10
2019,Civilian Review and Complaints Commission for the RCMP,35-39,9
2019,Civilian Review and Complaints Commission for the RCMP,40-44,11
2019,Civilian Review and Complaints Commission for the RCMP,45-49,11
2019,Civilian Review and Complaints Commission for the RCMP,50-54,*
2019,Civilian Review and Complaints Commission for the RCMP,55-59,10
2019,Civilian Review and Complaints Commission for the RCMP,60-64,*
2019,Civilian Review and Complaints Commission for the RCMP,65+,*
2019,Civilian Review and Complaints Commission for the RCMP Total,Total,76
2019,Communications Security Establishment,<20,*
2019,Communications Security Establishment,20-24,184
2019,Communications Security Establishment,25-29,292
2019,Communications Security Establishment,30-34,267
2019,Communications Security Establishment,35-39,385
2019,Communications Security Establishment,40-44,408
2019,Communications Security Establishment,45-49,314
2019,Communications Security Establishment,50-54,321
2019,Communications Security Establishment,55-59,239
2019,Communications Security Establishment,60-64,100
2019,Communications Security Establishment,65+,*
2019,Communications Security Establishment Total,Total,2549
2019,Copyright Board Canada,30-34,*
2019,Copyright Board Canada,35-39,*
2019,Copyright Board Canada,40-44,*
2019,Copyright Board Canada,45-49,*
2019,Copyright Board Canada,50-54,*
2019,Copyright Board Canada,55-59,*
2019,Copyright Board Canada,60-64,*
2019,Copyright Board Canada Total,Total,15
2019,Correctional Service Canada,<20,7
2019,Correctional Service Canada,20-24,450
2019,Correctional Service Canada,25-29,1182
2019,Correctional Service Canada,30-34,1877
2019,Correctional Service Canada,35-39,2446
2019,Correctional Service Canada,40-44,2959
2019,Correctional Service Canada,45-49,3100
2019,Correctional Service Canada,50-54,2569
2019,Correctional Service Canada,55-59,1801
2019,Correctional Service Canada,60-64,817
2019,Correctional Service Canada,65+,274
2019,Correctional Service Canada Total,Total,17482
2019,Courts Administration Service,<20,*
2019,Courts Administration Service,20-24,59
2019,Courts Administration Service,25-29,112
2019,Courts Administration Service,30-34,85
2019,Courts Administration Service,35-39,54
2019,Courts Administration Service,40-44,80
2019,Courts Administration Service,45-49,91
2019,Courts Administration Service,50-54,98
2019,Courts Administration Service,55-59,76
2019,Courts Administration Service,60-64,40
2019,Courts Administration Service,65+,*
2019,Courts Administration Service Total,Total,715
2019,Crown-Indigenous Relations and Northern Affairs Canada,<20,15
2019,Crown-Indigenous Relations and Northern Affairs Canada,20-24,356
2019,Crown-Indigenous Relations and Northern Affairs Canada,25-29,510
2019,Crown-Indigenous Relations and Northern Affairs Canada,30-34,443
2019,Crown-Indigenous Relations and Northern Affairs Canada,35-39,651
2019,Crown-Indigenous Relations and Northern Affairs Canada,40-44,776
2019,Crown-Indigenous Relations and Northern Affairs Canada,45-49,769
2019,Crown-Indigenous Relations and Northern Affairs Canada,50-54,709
2019,Crown-Indigenous Relations and Northern Affairs Canada,55-59,531
2019,Crown-Indigenous Relations and Northern Affairs Canada,60-64,237
2019,Crown-Indigenous Relations and Northern Affairs Canada,65+,90
2019,Crown-Indigenous Relations and Northern Affairs Canada Total,Total,5087
2019,Department of Finance Canada,<20,*
2019,Department of Finance Canada,20-24,34
2019,Department of Finance Canada,25-29,105
2019,Department of Finance Canada,30-34,123
2019,Department of Finance Canada,35-39,129
2019,Department of Finance Canada,40-44,129
2019,Department of Finance Canada,45-49,96
2019,Department of Finance Canada,50-54,91
2019,Department of Finance Canada,55-59,60
2019,Department of Finance Canada,60-64,24
2019,Department of Finance Canada,65+,*
2019,Department of Finance Canada Total,Total,802
2019,Department of Justice Canada,<20,6
2019,Department of Justice Canada,20-24,170
2019,Department of Justice Canada,25-29,358
2019,Department of Justice Canada,30-34,475
2019,Department of Justice Canada,35-39,581
2019,Department of Justice Canada,40-44,729
2019,Department of Justice Canada,45-49,808
2019,Department of Justice Canada,50-54,704
2019,Department of Justice Canada,55-59,477
2019,Department of Justice Canada,60-64,242
2019,Department of Justice Canada,65+,109
2019,Department of Justice Canada Total,Total,4659
2019,Elections Canada,<20,*
2019,Elections Canada,20-24,65
2019,Elections Canada,25-29,113
2019,Elections Canada,30-34,79
2019,Elections Canada,35-39,96
2019,Elections Canada,40-44,103
2019,Elections Canada,45-49,99
2019,Elections Canada,50-54,89
2019,Elections Canada,55-59,85
2019,Elections Canada,60-64,27
2019,Elections Canada,65+,*
2019,Elections Canada Total,Total,777
2019,Employment and Social Development Canada,<20,28
2019,Employment and Social Development Canada,20-24,928
2019,Employment and Social Development Canada,25-29,2304
2019,Employment and Social Development Canada,30-34,2921
2019,Employment and Social Development Canada,35-39,3655
2019,Employment and Social Development Canada,40-44,3983
2019,Employment and Social Development Canada,45-49,3606
2019,Employment and Social Development Canada,50-54,3581
2019,Employment and Social Development Canada,55-59,2631
2019,Employment and Social Development Canada,60-64,1110
2019,Employment and Social Development Canada,65+,413
2019,Employment and Social Development Canada Total,Total,25160
2019,Environment and Climate Change Canada,<20,30
2019,Environment and Climate Change Canada,20-24,538
2019,Environment and Climate Change Canada,25-29,763
2019,Environment and Climate Change Canada,30-34,788
2019,Environment and Climate Change Canada,35-39,965
2019,Environment and Climate Change Canada,40-44,1096
2019,Environment and Climate Change Canada,45-49,946
2019,Environment and Climate Change Canada,50-54,921
2019,Environment and Climate Change Canada,55-59,773
2019,Environment and Climate Change Canada,60-64,326
2019,Environment and Climate Change Canada,65+,130
2019,Environment and Climate Change Canada Total,Total,7276
2019,Federal Economic Development Agency for Southern Ontario,<20,*
2019,Federal Economic Development Agency for Southern Ontario,20-24,21
2019,Federal Economic Development Agency for Southern Ontario,25-29,19
2019,Federal Economic Development Agency for Southern Ontario,30-34,28
2019,Federal Economic Development Agency for Southern Ontario,35-39,40
2019,Federal Economic Development Agency for Southern Ontario,40-44,35
2019,Federal Economic Development Agency for Southern Ontario,45-49,23
2019,Federal Economic Development Agency for Southern Ontario,50-54,34
2019,Federal Economic Development Agency for Southern Ontario,55-59,25
2019,Federal Economic Development Agency for Southern Ontario,60-64,*
2019,Federal Economic Development Agency for Southern Ontario,65+,6
2019,Federal Economic Development Agency for Southern Ontario Total,Total,240
2019,Federal Judges not part of any department,40-44,12
2019,Federal Judges not part of any department,45-49,79
2019,Federal Judges not part of any department,50-54,158
2019,Federal Judges not part of any department,55-59,213
2019,Federal Judges not part of any department,60-64,271
2019,Federal Judges not part of any department,65+,465
2019,Federal Judges not part of any department Total,Total,1198
2019,Financial Consumer Agency of Canada,20-24,8
2019,Financial Consumer Agency of Canada,25-29,9
2019,Financial Consumer Agency of Canada,30-34,14
2019,Financial Consumer Agency of Canada,35-39,24
2019,Financial Consumer Agency of Canada,40-44,26
2019,Financial Consumer Agency of Canada,45-49,19
2019,Financial Consumer Agency of Canada,50-54,14
2019,Financial Consumer Agency of Canada,55-59,7
2019,Financial Consumer Agency of Canada,60-64,7
2019,Financial Consumer Agency of Canada Total,Total,128
2019,Financial Transactions and Reports Analysis Centre of Canada,<20,*
2019,Financial Transactions and Reports Analysis Centre of Canada,20-24,39
2019,Financial Transactions and Reports Analysis Centre of Canada,25-29,33
2019,Financial Transactions and Reports Analysis Centre of Canada,30-34,48
2019,Financial Transactions and Reports Analysis Centre of Canada,35-39,52
2019,Financial Transactions and Reports Analysis Centre of Canada,40-44,55
2019,Financial Transactions and Reports Analysis Centre of Canada,45-49,63
2019,Financial Transactions and Reports Analysis Centre of Canada,50-54,43
2019,Financial Transactions and Reports Analysis Centre of Canada,55-59,18
2019,Financial Transactions and Reports Analysis Centre of Canada,60-64,8
2019,Financial Transactions and Reports Analysis Centre of Canada,65+,*
2019,Financial Transactions and Reports Analysis Centre of Canada Total,Total,361
2019,Fisheries and Oceans Canada,<20,65
2019,Fisheries and Oceans Canada,20-24,571
2019,Fisheries and Oceans Canada,25-29,1209
2019,Fisheries and Oceans Canada,30-34,1325
2019,Fisheries and Oceans Canada,35-39,1577
2019,Fisheries and Oceans Canada,40-44,1594
2019,Fisheries and Oceans Canada,45-49,1578
2019,Fisheries and Oceans Canada,50-54,1550
2019,Fisheries and Oceans Canada,55-59,1530
2019,Fisheries and Oceans Canada,60-64,674
2019,Fisheries and Oceans Canada,65+,238
2019,Fisheries and Oceans Canada Total,Total,11911
2019,Global Affairs Canada,<20,10
2019,Global Affairs Canada,20-24,356
2019,Global Affairs Canada,25-29,580
2019,Global Affairs Canada,30-34,627
2019,Global Affairs Canada,35-39,953
2019,Global Affairs Canada,40-44,1069
2019,Global Affairs Canada,45-49,980
2019,Global Affairs Canada,50-54,839
2019,Global Affairs Canada,55-59,621
2019,Global Affairs Canada,60-64,363
2019,Global Affairs Canada,65+,163
2019,Global Affairs Canada Total,Total,6561
2019,Health Canada,<20,17
2019,Health Canada,20-24,540
2019,Health Canada,25-29,970
2019,Health Canada,30-34,1044
2019,Health Canada,35-39,1519
2019,Health Canada,40-44,1746
2019,Health Canada,45-49,1562
2019,Health Canada,50-54,1431
2019,Health Canada,55-59,1156
2019,Health Canada,60-64,565
2019,Health Canada,65+,244
2019,Health Canada Total,Total,10794
2019,Immigration and Refugee Board of Canada,<20,*
2019,Immigration and Refugee Board of Canada,20-24,90
2019,Immigration and Refugee Board of Canada,25-29,132
2019,Immigration and Refugee Board of Canada,30-34,149
2019,Immigration and Refugee Board of Canada,35-39,171
2019,Immigration and Refugee Board of Canada,40-44,175
2019,Immigration and Refugee Board of Canada,45-49,197
2019,Immigration and Refugee Board of Canada,50-54,166
2019,Immigration and Refugee Board of Canada,55-59,155
2019,Immigration and Refugee Board of Canada,60-64,*
2019,Immigration and Refugee Board of Canada,65+,89
2019,Immigration and Refugee Board of Canada Total,Total,1413
2019,"Immigration, Refugees and Citizenship Canada",<20,33
2019,"Immigration, Refugees and Citizenship Canada",20-24,556
2019,"Immigration, Refugees and Citizenship Canada",25-29,979
2019,"Immigration, Refugees and Citizenship Canada",30-34,1048
2019,"Immigration, Refugees and Citizenship Canada",35-39,1231
2019,"Immigration, Refugees and Citizenship Canada",40-44,1213
2019,"Immigration, Refugees and Citizenship Canada",45-49,943
2019,"Immigration, Refugees and Citizenship Canada",50-54,822
2019,"Immigration, Refugees and Citizenship Canada",55-59,625
2019,"Immigration, Refugees and Citizenship Canada",60-64,295
2019,"Immigration, Refugees and Citizenship Canada",65+,119
2019,"Immigration, Refugees and Citizenship Canada Total",Total,7864
2019,Impact Assessment Agency of Canada,<20,*
2019,Impact Assessment Agency of Canada,20-24,18
2019,Impact Assessment Agency of Canada,25-29,48
2019,Impact Assessment Agency of Canada,30-34,34
2019,Impact Assessment Agency of Canada,35-39,56
2019,Impact Assessment Agency of Canada,40-44,55
2019,Impact Assessment Agency of Canada,45-49,46
2019,Impact Assessment Agency of Canada,50-54,34
2019,Impact Assessment Agency of Canada,55-59,25
2019,Impact Assessment Agency of Canada,60-64,10
2019,Impact Assessment Agency of Canada,65+,*
2019,Impact Assessment Agency of Canada Total,Total,330
2019,Indian Oil and Gas Canada,25-29,*
