original_name,standardized_name
La société Saint-Pierre,La Société Saint-Pierre
La société d'aide au développement de la collectivité des Îles-de-la-Madeleine,Société d'aide au développement de la collectivité des Îles-de-la-Madeleine
La société d'entreprises générales Pajula Ltée,La société d'entreprises générales Pajula Ltée
La société des jeux de l'Acadie inc,La société des jeux de l'Acadie inc
La société historique de la Saskatchewan Inc,La société historique de la Saskatchewan Inc
La société nationale de l'Acadie inc,La société nationale de l'Acadie inc
La table d'action en communication et en technologies de l'information de la MRC de Coaticook (La Tactic),La table d'action en communication et en technologies de l'information de la MRC de Coaticook (La Tactic)
La'Ad Canada Foundation,La'Ad Canada Foundation
LaFlesche Inc,LaFlesche Inc
LaForest Industries Ltd,LaForest Industries Ltd
LaSalle Soccer Club,LaSalle Soccer Club
Labforge Inc,Labforge Inc
Laboratoire CIR Inc,Laboratoire CIR Inc
Laboratoire Innodal Inc,Laboratoire Innodal Inc
Laboratoire Reaction Dynamics Inc,Laboratoire Reaction Dynamics Inc
Laboratoire Victhom Inc,Laboratoire Victhom Inc
Laboratoire d'identité numérique du Canada,Laboratoire d'identité numérique du Canada
Laboratoire sur l'agriculture urbaine,Laboratoire sur l'agriculture urbaine
Laboratoires Dermo-Cosmetik Inc,Laboratoires Dermo-Cosmetik Inc
Laboratoires Ditch Inc,Laboratoires Ditch Inc
Laboratoires Linearis Inc,Laboratoires Linearis Inc
Laboratoires Nexelis Canada Inc,Laboratoires Nexelis Canada Inc
Laboratories KABS Inc,Laboratories KABS Inc
Laborer's International Union of North America,Laborer's International Union of North America
Labour Community Services of Peel,Labour Community Services of Peel
Labour Market Information Council,Labour Market Information Council
Labrador Aboriginal Training Partnership,Labrador Aboriginal Training Partnership
Labrador Coatings Ltd,Labrador Coatings Ltd
Labrador Fishermen's Union Shrimp Company Limited,Labrador Fishermen's Union Shrimp Company Ltd
Labrador Fishermen's Union Shrimp Company Ltd,Labrador Fishermen's Union Shrimp Company Ltd
Labrador Friendship Centre,Labrador Friendship Centre
Labrador Gem Seafood Inc,Labrador Gem Seafood Inc
Labrador Gem Seafoods Inc,Labrador Gem Seafood Inc
Labrador Hunting and Fishing Association Inc,Labrador Hunting and Fishing Association Inc
Labrador Innu Round Table Secretariat,Labrador Innu Round Table Secretariat
Labrador North Chamber of Commerce Inc,Labrador North Chamber of Commerce Inc
Labrador Rewinding Inc,Labrador Rewinding Inc
Labrador Straits Regional Recreation Board Inc,Labrador Straits Regional Recreation Board Inc
LabsCubed Inc,Labscubed Inc
Labscubed Inc,Labscubed Inc
Lac Des Mille Lacs First Nation,Lac des Mille Lacs First Nation
Lac La Biche Canadian Native Friendship Centre,Lac La Biche Canadian Native Friendship Centre
Lac La Biche County,Lac La Biche County
Lac La Biche Regional Awasisak and Family Development Circle Association,Lac La Biche Regional Awasisak and Family Development Circle Association
Lac La Biche Regional Community Development Corporation,Lac La Biche Regional Community Development Corporation
Lac La Croix First Nation,Lac La Croix First Nation
Lac La Ronge Band,Lac La Ronge Band
Lac La Ronge Indian Band,Lac La Ronge Indian Band
Lac La Ronge Indian Band Child And Family Services Agency Inc,Lac La Ronge Indian Band Child and Family Services Agency Inc
Lac La Ronge Indian Band Child and Family Services Agency Inc,Lac La Ronge Indian Band Child and Family Services Agency Inc
Lac La Ronge Indian Band Child and Family Services Agency Inc.,Lac la Ronge Indian Band Child and Family Services Agency Inc
Lac La Ronge Indian Band Health Services Inc,Lac La Ronge Indian Band Health Services Inc
Lac La Ronge Indian Band Health Services Inc.,Lac La Ronge Indian Band Health Services Inc
Lac Seul First Nation,Lac Seul First Nation
Lac Seul First Nations,Lac Seul First Nation
Lac Ste Anne County,Lac Ste Anne County
Lac Ste Anne Metis Community,Lac Ste Anne Metis Community Association
Lac Ste Anne Metis Community Associ,Lac Ste Anne Metis Community Associ
Lac Ste Anne Metis Community Association,Lac Ste Anne Metis Community Association
Lac Ste Anne Métis Community Association,Lac Ste Anne Métis Community Association
Lac Ste. Anne Metis Community Association,Lac Ste. Anne Metis Community Association
Lac Ste. Anne Métis Community Association,Lac Ste Anne Métis Community Association
Lac des Mille Lacs First Nation,Lac des Mille Lacs First Nation
Lac la Nonne Dairy Ltd,Lac la Nonne Dairy Ltd
Lac la Ronge Indian Band,Lac la Ronge Indian Band
Lac-Mégantic (V),Lac-Mégantic (V)
Lachute Ford Inc,Lachute Ford Inc
Lackenbauer W,Lackenbauer W
Lacloche Manitoulin Business Assistance Corporation,Lacloche Manitoulin Business Assistance Corporation
Lacombe County,Lacombe County
Lactalis Canada Inc,Lactalis Canada Inc
Lacus innovations Inc,Lacus innovations Inc
Ladder Software Inc,Ladder Software Inc
Ladder Spike Inc,Ladder Spike Inc
Ladies With Drive,Ladies With Drive
Lady Ballers Camp,Lady Ballers Camp
Lafarge Canada,Lafarge Canada Inc
Laflamme Aéro Inc,Laflamme Aéro Inc
Lahaie Lumber Ltd,Lahaie Lumber Ltd
Laich-Kwil-Tach Treaty Society,Laich-Kwil-Tach Treaty Society
Laichwiltach Family Life Society,Laichwiltach Family Life Society
Laipac Technology Inc,Laipac Technology Inc
Laiterie Charlevoix Inc,Laiterie Charlevoix Inc
Laiterie de Coaticook Ltd,Laiterie de Coaticook Ltd
Laiterie de l'Outaouais Inc,Laiterie de l'Outaouais Inc
Laiterie des trois vallées Inc,Laiterie des trois vallées Inc
Lake Babine Nation,Lake Babine Nation
Lake Breeze Vineyards Limited,Lake Breeze Vineyards Limited
Lake Cowichan First Nation,Lake Cowichan First Nation
Lake District Recreation Association,Lake District Recreation Association
Lake Manitoba Band,Lake Manitoba Band
Lake Navigation (Kenora) Ltd,Lake Navigation (Kenora) Ltd
Lake Simcoe Conservation Foundation,Lake Simcoe Conservation Foundation
Lake St Martin Band,Lake St Martin Band
Lake St Martin First Nation,Lake St Martin First Nation
Lake St. Martin Band,Lake St Martin Band
Lake Superior Centre for Regenerative Medicine Inc,Lake Superior Centre for Regenerative Medicine Inc
Lake Superior State University,Lake Superior State University
Lake Windermere District Lions Club,Lake Windermere District Lions Club
Lake Winnipeg Foundation,Lake Winnipeg Foundation
Lake Winnipeg Foundation Inc,Lake Winnipeg Foundation
Lake Winnipeg Research Consortium (LWRC) Inc,Lake Winnipeg Research Consortium (LWRC) Inc
Lake of The Woods Business Incentive Corporation,Lake of the Woods Business Incentive Corporation
Lake of the Bays Brewing Company Ltd,Lake of the Bays Brewing Company Ltd
Lake of the Woods Brewing Company,Lake of the Woods Brewing Company
Lake of the Woods Business Incentive Corporation,Lake of the Woods Business Incentive Corporation
Lake of the Woods Museum,Lake of the Woods Museum
Lake of the Woods Water Sustainability Foundation,Lake of the Woods Water Sustainability Foundation
LakeCity Employment Services Association,LakeCity Employment Services Association
Lakehead Region Conservation,Lakehead Region Conservation
Lakehead Region Conservation Authority,Lakehead Region Conservation Authority
Lakehead Social Planning Council,Lakehead Social Planning Council
Lakehead University,Lakehead University
Lakeland College,Lakeland College
Lakeland Credit Union,Lakeland Credit Union
Lakeland Energy Ltd,Lakeland Energy Ltd
Lakeland Metis Community Association,Lakeland Métis Community Association
Lakeland Métis Community Association,Lakeland Métis Community Association
Lakeland Roman Catholic Separate School Division,Lakeland Roman Catholic Separate School Division
Lakeridge Health,Lakeridge Health
Lakes of Muskoka Cottage Brewery Inc,Lakes of Muskoka Cottage Brewery Inc
Lakeshore School Division,Lakeshore School Division
Lakeside Automotive Group Ltd,Lakeside Automotive Group Ltd
Lakeside Cellars Ltd,Lakeside Cellars Ltd
Lakeside Game Farm Inc,Lakeside Game Farm Inc
Lakeside Produce Inc,Lakeside Produce Inc
Lallemand Inc,Lallemand Inc
Lallier Automobile (Montréal) Inc,Lallier Automobile (Montréal) Inc
Lallier Automobile (Québec) Inc,Lallier Automobile (Québec) Inc
Lallier Group,Lallier Group
Lallier Group/Gagnon Brunet Kilani,Lallier Group/Gagnon Brunet Kilani
Lally Auto Group,Lally Auto Group
Lamb Cattle Company Ltd,Lamb Cattle Company Ltd
Lambert Radiation Shielding Ltd,Lambert Radiation Shielding Ltd
Lambert et Fils Luminaires Inc.,Lambert et Fils luminaires Inc
Lambert et Fils luminaires Inc,Lambert et Fils luminaires Inc
Lambton College,Lambton College
Lambton College of Applied Arts & Technology,Lambton College
Lambton-Kent District School Board,Lambton-Kent District School Board
Lameque Wind Power LP,Lameque Wind Power LP
Lamrock Canada Incorporated,Lamrock Canada Inc
Lanagara College,Langara College
Lanark Renfrew Health and Community Services,Lanark Renfrew Health and Community Services
Lanau Industries Inc,Lanau Industries Inc
Lanaudière économique,Lanaudière économique
Lancaster Masonic Lodge N.207,Lancaster Masonic Lodge N.207
Lance Krasman Memorial Centre for Community Mental Health,Lance Krasman Memorial Centre for Community Mental Health
Land Claims Agreement Coalition,Land Claims Agreement Coalition
Land of Maquinna Cultural Society,Land of Maquinna Cultural Society
Land of My Birth Global Missions,Land of My Birth Global Missions
Landing Strong,Landing Strong
Landing Strong Co-operative Limited,Landing Strong Co-operative Ltd
Landing Strong Co-operative Ltd,Landing Strong Co-operative Ltd
Landmark Group of Companies Inc and Promise Robotics Inc,Landmark Group of Companies Inc and Promise Robotics Inc
"Landmark Group of Companies Inc, Promise Robotics Inc","Landmark Group of Companies Inc, Promise Robotics Inc"
Landry Automobiles Ltd,Landry Automobiles Ltd
Landsperg Automotive Group,Landsperg Automotive Group
Lanex Manufacturing Inc,Lanex Manufacturing Inc
Lanfine Wind 1 LP,Lanfine Wind 1 LP
Langara College,Langara College
"Langdon Community Association, Rocky View County","Langdon Community Association, Rocky View County"
Lange Farms Ltd,Lange Farms Ltd
Langley Community Services Society,Langley Community Services Society
Langley Hyundai,Langley Hyundai Ltd
Langley Hyundai Ltd,Langley Hyundai Ltd
Langley Meals on Wheels,Langley Meals on Wheels
Langley Toyota,Langley Toyota
Langs Bus Lines Limited,Langs Bus Lines Limited
Language Assessment Services of NS,Language Assessment Services of NS
Languages Canada,Languages Canada
Languages Canada Association,Languages Canada Association
Langui Systems Inc,Langui Systems Inc
Lanscape Ontario Horticultural Trades Association inc,Lanscape Ontario Horticultural Trades Association inc
Lansdowne Community Baptist Church,Lansdowne Community Baptist Church
Lansdowne Stadium Limited Partnersh,Lansdowne Stadium Limited Partnersh
Lantic Inc,Lantic Inc
Lao Cai Dining & Entertainment Co Ltd,Lao Cai Dining & Entertainment Co Ltd
Lapalme Gestion Conception Mécanique Inc,Lapalme Gestion Conception Mécanique Inc
Laplace Robotics Inc,Laplace Robotics Inc
Laquerre Ford Inc,Laquerre Ford Inc
"Larade, G J","Larade, G J"
Laren Society,Laren Society
Larkin Farms,Larkin Farms
Larry Hudson Chevrolet Buick GMC,Larry Hudson Chevrolet Buick GMC
Larsen & Shaw Limited,Larsen & Shaw Ltd
Larsen & Shaw Ltd,Larsen & Shaw Ltd
Larus Technologies Corp,Larus Technologies Corp
Las Palomas Farms Ltd,Las Palomas Farms Ltd
Lasalle Farms Ltd,Lasalle Farms Ltd
Laser Formida Inc,Laser Formida Inc
Laserax Inc,Laserax Inc
Lasso Informatics Inc,Lasso Informatics Inc
Last Gang Records,Last Gang Records Inc
Last Mountain Railway,Last Mountain Railway
Last Post Fund,Last Post Fund
LatAm Startups,Latam Startups
Latam Startups,Latam Startups
Latincouver,Latincouver
Latincouver Cultural & Business Society,Latincouver Cultural & Business Society
Latincouver Cultural and Business Society,Latincouver Cultural & Business Society
Latitude 53 Hinton Inc,Latitude 53 Hinton Inc
Latium Fleet Management Inc,Latium Fleet Management Inc
Latium Technologies Inc,Latium Technologies Inc
Lauberivière,Lauberivière
Lauder Ranches Ltd,Lauder Ranches Ltd
Launch Academy,Launch Academy
Launch Waterloo,Launch Waterloo
Launchpad Technologies Inc,Launchpad Technologies Inc
Laura Lémerveil,Laura Lémerveil
Laurel Centre Inc,Laurel Centre Inc
Laurent Pharmaceuticals Inc,Laurent Pharmaceuticals Inc
Laurentian Bank of Canada,Laurentian Bank of Canada
Laurentian Ski Hill Snowboarding Club,Laurentian Ski Hill Snowboarding Club
Laurentian University,Laurentian University
Laurentides International,Laurentides International
Lauria Auto Group,Lauria Auto Group
Laurus Events Inc,Laurus Events Inc
Lauzon - Planchers de bois exclusifs Inc,Lauzon - Planchers de bois exclusifs Inc
LavaBlast Software Inc,LavaBlast Software Inc
Laval Tool & Mould Ltd (Laval International),Laval Tool & Mould Ltd (Laval International)
Laval Tool and Mould Ltd (O/A Laval International),Laval International
Laval University,Laval University
Laval Volkswagen Ltd,Laval Volkswagen Ltd
Laveer Engineering Ltd,Laveer Engineering Ltd
Lavergne Groupe Inc,Lavergne Groupe Inc
Lavern Heideman & Sons Ltd,Lavern Heideman & Sons Ltd
Law Society of Nunavut,Law Society of Nunavut
Law and Style Media inc,Law and Style Media inc
Lawrence Niles C/O Wildife Restoration,Lawrence Niles C/O Wildife Restoration
Lawrence Niles C/O Wildife Restoration Partnerships LLC,Lawrence Niles C/O Wildife Restoration Partnerships LLC
Lawrenceholme Farms,Lawrenceholme Farms
Lawson Health Research Institute,Lawson Health Research Institute
Lawyers Without Borders,Lawyers Without Borders
Lax Kw' Alaam Indian Band,Lax Kw' alaams Indian Band
Lax Kw'Alaams Business Development,Lax Kw'Alaams Business Development
Lax Kw'Alaams Fishing Enterprises L Td,Lax Kw'Alaams Fishing Enterprises L Td
Lax Kw'Alaams Fishing Enterprises Ltd,Lax Kw'alaams Fishing Enterprises Ltd
Lax Kw'Alaams Indian Band,Lax Kw'Alaams Indian Band
Lax Kw'alaams Band,Lax Kw'alaams Indian Band
Lax Kw'alaams Business Development LP,Lax Kw'alaams Business Development LP
Lax Kw'alaams Fishing Enterprises Ltd,Lax Kw'alaams Fishing Enterprises Ltd
Lax Kw'alaams Indian Band,Lax Kw'alaams Indian Band
Lay-Up Youth Basketball,Lay-Up Youth Basketball
Layfield Group Ltd,Layfield Group Ltd
Lazarus Bleau Incorporated,Lazarus Bleau Inc
Lazy Bear Lodge Ltd,Lazy Bear Lodge Ltd
Ldc Solutions Inc,Ldc Solutions Inc
Le 279 Inc,Le 279 Inc
Le Boréal Express Ltée,Le Boréal Express Ltée
Le CALACS du Saguenay,Le CALACS du Saguenay
Le Camping du Domaine Lausanne Inc,Le Camping du Domaine Lausanne Inc
Le Carrefour de la Voiture Importée Inc,Le Carrefour de la Voiture Importée Inc
Le Centre Culturel et Sportif de Comier Village Inc,Le Centre Culturel et Sportif de Comier Village Inc
Le Centre Culturel franco-manitobain,Le Centre Culturel franco-manitobain
Le Centre D'Exposition Mont-Laurier,Le Centre d'exposition Mont-Laurier
