"org_id","dept_code","PAS","abbr_en","legal_title_en","applied_title_en","old_applied_title_en","description_en","ministry","institutional_form","incorp_yr","end_yr","status","dp_status","enabling_instrument_en","FAA_schedule_institutional","FAA_schedule_HR_status","federal_ownership_en","auditor_en","notes_en","dept_website_en","eval_url_en","article1_fr","article2_fr","other_lang_abbr","other_lang_legal_title","other_lang_applied_title"
346,"PBO","PBO",,"Office of the Parliamentary Budget Officer",,,"The PBO’s mandate is to provide independent analysis to Parliament on the budget, the estimates and other documents, as well as matters of particular significance relating to the nation’s finances or economy listed in the PBO’s annual work plan; and at the request of a committee or a parliamentarian, to estimate the financial cost of any proposal that relates to matters over which Parliament has jurisdiction. Certain committees can also request analyses of the nation’s finances or economy or the estimates.",11,"parl_ent",2017,,"a",0,"Parliament of Canada Act, R.S.C., 1985, c. P-1",,,,,,"www.pbo-dpb.gc.ca/en/",,,,,"Bureau du directeur parlementaire du budget",
347,"INVIC","ICH",,"Invest in Canada Hub",,,"The Invest in Canada Hub’s mandate, for the purpose of supporting economic prosperity and stimulating innovation in Canada, is to: (a) promote foreign direct investment in Canada and attract and facilitate that investment; and (b) coordinate the efforts of the government, the private sector and other stakeholders with respect to foreign direct investment in Canada.",22,"dept_corp",2017,,"a",1,"Invest in Canada Act, S.C., 2017, c. 20","II","V",,,,,,,,,"Investir au Canada",
348,"INDSC","DIS","ISC","Department of Indigenous Services",,,"Indigenous Services Canada (ISC) works collaboratively with partners to improve access to high quality services for First Nations, Inuit and Métis. Our vision is to support and empower Indigenous Peoples to independently deliver services and address the socio-economic conditions in their communities.",28,"min_dept",2017,,"a",1,"Department of Indigenous Services Act (S.C. 2019, c. 29, s. 336)","I",,,,"The Department of Indigenous Services Canada (DISC) was first established by Order–in-Council (P.C. 2017-79) on November 30, 2017.  The Budget Implementation Act of 2019 established Indigenous Services (IS) with the enactment of the Department of Indigenous Services Act and removed DISC from Schedule I.1. 

For financial reporting purposes this is viewed as a continuation of the work initiated in 2017 and as such, DISC and IS are considered a continuous entity for the 2019-20 fiscal year.","www.canada.ca/en/indigenous-services-canada.html",,,,"SAC","Ministère des Services aux Autochtones",
350,"LDC","LDC",,"Leaders’ Debates Commission",,,"The mandate of the Leaders’ Debates Commission is to:
(a) organize one leaders’ debate in each official language during each general election period;
(b) set participation criteria for the leaders’ debates and ensure that the leader of each political party that meets those criteria is invited to participate in the debates;
(b.1) make the participation criteria public
(c) ensure that the leaders’ debates are broadcast and otherwise made available in an accessible way to persons with disabilities;
(d) ensure that the leaders’ debates reach as many Canadians as possible, including those living in remote areas and those living in official language minority communities, through a variety of media and other fora;
(d.1) endeavour to ensure that the leaders’ debates are available in languages other than French and English, and, in doing so, pay special attention to Canada’s Indigenous languages;
(e) ensure that the leaders’ debates are broadcast free of charge, whether or not the broadcast is live;
(f) ensure that any reproduction of the leaders’ debates is subject to only the terms and conditions that are necessary to preserve the integrity of the debates;
(g) ensure that high journalistic standards are maintained for the leaders’ debates;
(g.1) provide final approval of the format and production of the leaders’ debates, while respecting journalistic independence;
(h) undertake an awareness raising campaign and outreach activities to ensure that Canadians know when, where and how to access the leaders’ debates; and
(i) provide advice and support in respect of other political debates related to the general election, including candidates’ debates, as the Debates Commissioner considers appropriate.",15,"dept_agency",2018,,"a",1,"Order in Council P.C. 2018-1322","I.1",,,,,"https://www.debates-debats.ca/en/",,"la","de la",,"Commission des débats des chefs",
351,,,,"Asian Infrastructure Investment Bank",,,"To foster sustainable economic development, create wealth and improve infrastructure connectivity in Asia, and promote regional cooperation and partnership in addressing development challenges.",19,"inter_org",2014,,"a",0,"Asian Infrastructure Investment Bank Agreement Act, S.C. 2017, c. 33, s. 176",,,"0.995 per cent ownership","PricewaterhouseCoopers (PwC)",,"www.aiib.org",,,,,"Banque asiatique d'investissement dans les infrastructures",
538,,,,"Canada Investment and Savings",,,,,"other",1995,,"a",0,,,"V",,,"Non-operational.",,,,,,"Placements Épargne Canada",
539,"ATSSC","ATS","ATSSC","Administrative Tribunals Support Service of Canada","Administrative Tribunals Support Service of Canada",,"The Administrative Tribunals Support Service of Canada (ATSSC) is responsible for providing the support services and the facilities that are needed by each of the administrative tribunals it serves to enable them to exercise their powers and perform their duties and functions in  accordance with their legislation and rules. The Minister of Justice and Attorney General of Canada is responsible for this organization.",20,"dept_agency",2014,,"a",1,"Administrative Tribunals Support Service of Canada Act, S.C. 2014, c. 20","I.1","IV",,,,"www.canada.ca/en/administrative-tribunals-support-service.html",,"le","du","SCDATA","Service canadien d'appui aux tribunaux administratifs","Service canadien d'appui aux tribunaux administratifs"
541,,"SST",,"Director of Soldier Settlement",,,,16,"other",1927,,"a",0,,,"IV",,,,,,,,,"Directeur de l’établissement de soldats",
542,,"DVL",,"The Director, The Veterans’ Land Act",,,,16,"other",2019,,"a",0,,,"IV",,,,,,,,,"Directeur des terres destinées aux anciens combattants",
543,,"ESR",,"Energy Supplies Allocation Board",,,,10,"other",1974,,"a",0,,,"IV",,,,,,,,,"Office de répartition des approvisionnements d’énergie",
545,,"FPF",,"Staff of the Non-Public Funds, Canadian Forces",,,,,"other",2019,,"a",0,,,"V",,,,,,,,,"Personnel des fonds non publics, Forces canadiennes",
547,,,,"Canadian Foundation for Healthcare Improvement (CFHI)",,,"The Canadian Foundation for Healthcare Improvement (CFHI) has amalgamated with the Canadian Patient Safety Institute (CPSI) and is now operating as Healthcare Excellence Canada.  See description under that organization’s entry.",9,"shared_gov_corp",2014,2020,"d",0,"Canada Not-for-profit Corporations Act, S.C. 2009, c. 23",,,"1/10 board members","KPMG",,"www.cfhi-fcass.ca",,,,,"Fondation canadienne pour l'amélioration des services de santé (FCASS)",
552,"CPCC","CHR","POLAR","Canadian High Arctic Research Station","Polar Knowledge Canada",,"Canadian High Arctic Research Station has been created to: Advance knowledge of the Canadian Arctic in order to improve economic opportunities, environmental stewardship and the quality of life of its residents and all other Canadians; Promote the development and dissemination of knowledge of the other circumpolar regions, including the Antarctic; Strengthen Canada’s leadership on Arctic issues; and, Establish a hub for scientific research in the Canadian Arctic.",4,"dept_corp",2015,,"a",1,"Canadian High Arctic Research Station Act, S.C.2014, c.39, s.145","II","V",,,,"www.canada.ca/en/polar-knowledge.html",,,"de","POLAIRE","Station canadienne de recherche dans l’Extrême-Arctique","Savoir polaire Canada"
553,,"SYT",,"Statistics Survey Operations",,,,,"other",1987,,"a",0,,,"V",,,,,,,,,"Opérations des enquêtes statistiques",
554,"PPS","PPS","PPS","Parliamentary Protective Service",,,"The Service is responsible for all matters with respect to physical security throughout the parliamentary precinct and Parliament Hill.",11,"parl_ent",2015,,"a",0,"Parliament of Canada Act, R.S.C., 1985, c. P-1",,,,,,,,,,"SPP","Service de protection parlementaire",
555,"JJJ",,,"Federal Judges not part of any department",,,,20,"other",2011,,"a",0,,,,,,,,,,,,"Juges fédéraux ne faisant pas partie d'un ministère",
558,"CASDO","CAQ","CASDO","Canadian Accessibility Standards Development Organization","Accessibility Standards Canada",,"The Canadian Accessibility Standards Development Organization (CASDO) is a departmental corporation responsible for developing and revising accessibility standards for federally regulated organizations, including Government of Canada departments and agencies.",21,"dept_corp",2019,,"a",1,"Accessible Canada Act (S.C. 2019, c. 10)","II","IV",,,"Bill C-81, the Accessible Canada Act, received Royal Assent on June 21, 2019 and came into force on July 11, 2019. The Accessible Canada Act establishes the Canadian Accessibility Standards Development Organization and provides for its mandate and structure and its powers, duties and functions.","https://accessible.canada.ca/",,,"de","OCENA","Organisation canadienne d’élaboration de normes d’accessibilité","Normes d'accessibilité Canada"
559,,,,"Healthcare Excellence Canada (HEC)",,,"Healthcare Excellence Canada was launched in 2021 as the result of the amalgamation of the Canadian Patient Safety Institute and the Canadian Foundation for Healthcare Improvement. The existing contribution funding for the legacy organizations is now directed to the new organization and continues to support the federal government’s interest in supporting modern and sustainable health systems as well as access to appropriate and effective health services. This funding program is designed to support Healthcare Excellence Canada’s work to find and promote health care quality and safety innovators and innovations; grow proven innovations and safety interventions; build capabilities for leaders and teams in the health care system; catalyze policy change to shape the future of patient safety and quality; bring people together to implement better ways of working; and lead campaigns to promote improvement in safety and quality.",9,"shared_gov_corp",2020,,"a",0,,,,"1/12 board members","Ernst & Young",,"https://www.healthcareexcellence.ca/en/",,,,,"Excellence en santé Canada (ESC)",
