year,standard,standard_comment_en,standard_comment_fr,lower,upper,met_count,count,is_target_met
2019,4165,Volume satisfying standard isn't published because the service does not meet the materiality criteria established in the SFA.,Le volume satisfaisant la norme n'est pas publié car le service ne répond pas aux critères de matérialité établis dans la SFA.,100.0,100,191,216,0
2018,4166,Volume satisfying standard isn't published because the service does not meet the materiality criteria established in the Service Fee Act.,Le volume satisfaisant la norme n'est pas publié car le service ne répond pas aux critères de matérialité établis dans la loi sur les frais de service.,100.0,100,0,1181,0
2019,4166,"Volume satisfying standard isn't published because the service does not meet the materiality criteria established in the SFA.

No performance data available for FY 19-20 due to tracking system realignment to ensure effective SFA reporting.  Data will be available starting FY 20-21.","Le volume satisfaisant la norme n'est pas publié car le service ne répond pas aux critères de matérialité établis dans la SFA.

Aucune donnée de performance n'est disponible pour l'exercice 19-20 en raison du réalignement du système de suivi afin de garantir l'efficacité des rapports sur la LFS.  Les données seront disponibles à partir de l'exercice 20-21.",100.0,100,0,250,0
2018,4167,Volume satisfying standard isn't published because the service does not meet the materiality criteria established in the Service Fee Act.,Le volume satisfaisant la norme n'est pas publié car le service ne répond pas aux critères de matérialité établis dans la loi sur les frais de service.,100.0,100,0,4342,0
2019,4167,"Volume satisfying standard isn't published because the service does not meet the materiality criteria established in the SFA.

No performance data available for FY 19-20 due to tracking system realignment to ensure effective SFA reporting.  Data will be available starting FY 20-21.","Le volume satisfaisant la norme n'est pas publié car le service ne répond pas aux critères de matérialité établis dans la SFA.

Aucune donnée de performance n'est disponible pour l'exercice 19-20 en raison du réalignement du système de suivi afin de garantir l'efficacité des rapports sur la LFS.  Les données seront disponibles à partir de l'exercice 20-21.",100.0,100,0,2891,0
2018,4168,Volume satisfying standard isn't published because the service does not meet the materiality criteria established in the SFA.,Le volume satisfaisant la norme n'est pas publié car le service ne répond pas aux critères de matérialité établis dans la SFA.,100.0,100,0,188,0
2018,4169,,,100.0,100,93,93,1
2019,4169,,,100.0,100,128,129,0
2018,4170,,,100.0,100,1,1,1
2019,4170,,,100.0,100,1,2,0
2018,4171,,,100.0,100,50,93,0
2019,4171,,,100.0,100,60,86,0
2018,4172,Volume satisfying standard isn't published because the service does not meet the materiality criteria established in the SFA.,Le volume satisfaisant la norme n'est pas publié car le service ne répond pas aux critères de matérialité établis dans la SFA.,100.0,100,0,553,0
2019,4172,Volume satisfying standard isn't published because the service does not meet the materiality criteria established in the SFA.,Le volume satisfaisant la norme n'est pas publié car le service ne répond pas aux critères de matérialité établis dans la SFA.,100.0,100,659,816,0
2018,4173,Volume satisfying standard isn't published because the service does not meet the materiality criteria established in the SFA.,Le volume satisfaisant la norme n'est pas publié car le service ne répond pas aux critères de matérialité établis dans la SFA.,100.0,100,0,1,0
2019,4173,Volume satisfying standard isn't published because the service does not meet the materiality criteria established in the SFA.,Le volume satisfaisant la norme n'est pas publié car le service ne répond pas aux critères de matérialité établis dans la SFA.,100.0,100,1,2,0
2018,4174,,,100.0,100,17,50,0
2019,4174,,,100.0,100,54,112,0
2018,4176,,,100.0,100,4,6,0
2019,4176,,,100.0,100,5,6,0
2018,4177,Volume satisfying standard isn't published because the service does not meet the materiality criteria established in the SFA.,Le volume satisfaisant la norme n'est pas publié car le service ne répond pas aux critères de matérialité établis dans la SFA.,100.0,100,0,370,0
2019,4177,Volume satisfying standard isn't published because the service does not meet the materiality criteria established in the SFA.,Le volume satisfaisant la norme n'est pas publié car le service ne répond pas aux critères de matérialité établis dans la SFA.,100.0,100,429,533,0
2018,4178,,,100.0,100,4,5,0
2019,4178,,,100.0,100,2,3,0
2018,4179,,,100.0,100,2,2,1
2019,4179,,,100.0,100,2,2,1
2022,417,,,80.0,100,26,26,1
2020,417,,,80.0,100,81,83,1
2021,417,,,80.0,100,79,81,1
2018,4180,,,100.0,100,3,3,1
2019,4180,,,100.0,100,6,6,1
2018,4181,,,100.0,100,1,1,1
2019,4181,,,100.0,100,0,0,0
2019,4182,,,100.0,100,79,84,0
2018,4182,,,100.0,100,57,57,1
2019,4183,Volume satisfying standard isn't published because the service does not meet the materiality criteria established in the SFA.,Le volume satisfaisant la norme n'est pas publié car le service ne répond pas aux critères de matérialité établis dans la SFA.,100.0,100,52,107,0
2018,4183,Volume satisfying standard isn't published because the service does not meet the materiality criteria established in the SFA.,Le volume satisfaisant la norme n'est pas publié car le service ne répond pas aux critères de matérialité établis dans la SFA.,100.0,100,0,182,0
2018,4184,,,100.0,100,1,1,1
2019,4184,,,100.0,100,3,5,0
2018,4185,,,100.0,100,0,0,0
2019,4185,Volume satisfying standard isn't published because the service does not meet the materiality criteria established in the SFA.,Le volume satisfaisant la norme n'est pas publié car le service ne répond pas aux critères de matérialité établis dans la SFA.,100.0,100,1,1,1
2018,4186,,,100.0,100,0,0,0
2019,4186,,,100.0,100,3,3,1
2018,4187,,,100.0,100,96,120,0
2019,4187,,,100.0,100,107,130,0
2018,4188,,,100.0,100,1,1,1
2019,4188,,,100.0,100,1,3,0
2018,4189,,,100.0,100,2,3,0
2019,4189,,,100.0,100,6,10,0
2018,4190,,,100.0,100,0,0,0
2019,4190,,,100.0,100,2,2,1
2018,4191,,,100.0,100,0,0,0
2019,4191,Volume satisfying standard isn't published because the service does not meet the materiality criteria established in the SFA.,Le volume satisfaisant la norme n'est pas publié car le service ne répond pas aux critères de matérialité établis dans la SFA.,100.0,100,0,0,0
2018,4192,Volume satisfying standard isn't published because the service does not meet the materiality criteria established in the SFA.,Le volume satisfaisant la norme n'est pas publié car le service ne répond pas aux critères de matérialité établis dans la SFA.,100.0,100,0,3,0
2019,4192,,,100.0,100,3,3,1
2018,4193,Volume satisfying standard isn't published because the service does not meet the materiality criteria established in the SFA.,Le volume satisfaisant la norme n'est pas publié car le service ne répond pas aux critères de matérialité établis dans la SFA.,100.0,100,0,4,0
2019,4193,Volume satisfying standard isn't published because the service does not meet the materiality criteria established in the SFA.,Le volume satisfaisant la norme n'est pas publié car le service ne répond pas aux critères de matérialité établis dans la SFA.,100.0,100,7,8,0
2018,4194,Volume satisfying standard isn't published because the service does not meet the materiality criteria established in the SFA.,Le volume satisfaisant la norme n'est pas publié car le service ne répond pas aux critères de matérialité établis dans la SFA.,100.0,100,0,40,0
2019,4194,Volume satisfying standard isn't published because the service does not meet the materiality criteria established in the SFA.,Le volume satisfaisant la norme n'est pas publié car le service ne répond pas aux critères de matérialité établis dans la SFA.,100.0,100,15,31,0
2018,4195,,,100.0,100,1,2,0
2019,4195,,,100.0,100,1,3,0
2018,4196,,,100.0,100,0,0,0
2019,4196,Volume satisfying standard isn't published because the service does not meet the materiality criteria established in the SFA.,Le volume satisfaisant la norme n'est pas publié car le service ne répond pas aux critères de matérialité établis dans la SFA.,100.0,100,47,100,0
2018,4197,Data is currently not available at this level.,Les données ne sont actuellement pas disponibles à ce niveau.,100.0,100,0,0,0
2019,4197,Data is currently not available at this level.,Les données ne sont actuellement pas disponibles à ce niveau.,100.0,100,0,0,0
2018,4198,,,100.0,100,0,0,0
2019,4198,,,100.0,100,0,0,0
2018,4199,Volume satisfying standard isn't published because the service does not meet the materiality criteria established in the SFA.,Le volume satisfaisant la norme n'est pas publié car le service ne répond pas aux critères de matérialité établis dans la SFA.,100.0,100,0,5,0
2019,4199,Volume satisfying standard isn't published because the service does not meet the materiality criteria established in the SFA.,Le volume satisfaisant la norme n'est pas publié car le service ne répond pas aux critères de matérialité établis dans la SFA.,100.0,100,1,4,0
2022,41,,,95.0,100,1472,1487,1
2020,41,,,95.0,100,6821,6960,1
2021,41,,,95.0,100,4963,5064,1
2018,4200,Volume satisfying standard isn't published because the service does not meet the materiality criteria established in the SFA.,Le volume satisfaisant la norme n'est pas publié car le service ne répond pas aux critères de matérialité établis dans la SFA.,100.0,100,0,48,0
2019,4200,Volume satisfying standard isn't published because the service does not meet the materiality criteria established in the SFA.,Le volume satisfaisant la norme n'est pas publié car le service ne répond pas aux critères de matérialité établis dans la SFA.,100.0,100,38,62,0
2018,4201,,,100.0,100,32,48,0
2019,4201,,,100.0,100,58,83,0
2018,4202,,,100.0,100,0,0,0
2019,4202,Volume satisfying standard isn't published because the service does not meet the materiality criteria established in the SFA.,Le volume satisfaisant la norme n'est pas publié car le service ne répond pas aux critères de matérialité établis dans la SFA.,100.0,100,0,0,0
2018,4203,,,100.0,100,37,43,0
2019,4203,,,100.0,100,100,115,0
2018,4204,,,100.0,100,22,23,0
2019,4204,,,100.0,100,35,42,0
2018,4205,,,100.0,100,22,31,0
2019,4205,,,100.0,100,31,45,0
2018,4206,,,100.0,100,3,13,0
2019,4206,,,100.0,100,7,20,0
2018,4207,,,100.0,100,13,13,1
2019,4207,,,100.0,100,19,20,0
2018,4208,,,100.0,100,0,0,0
2019,4208,,,100.0,100,1,1,1
2018,4209,,,100.0,100,8,12,0
2019,4209,,,100.0,100,10,20,0
2020,420,,,80.0,100,0,0,0
2021,420,,,80.0,100,0,0,0
2018,4210,,,100.0,100,13,22,0
2019,4210,,,100.0,100,16,30,0
2018,4211,,,100.0,100,4,4,1
2019,4211,,,100.0,100,1,3,0
2018,4212,,,100.0,100,0,0,0
2019,4212,,,100.0,100,0,0,0
2018,4213,,,100.0,100,0,0,0
2019,4213,,,100.0,100,0,0,0
2019,4214,No data related to target,Aucune donnée liée à la cible,100.0,100,0,4909,0
2018,4214,No data related to target,Aucune donnée liée à la cible,100.0,100,0,5494,0
2018,4216,,,100.0,100,1,2,0
2019,4216,,,100.0,100,0,1,0
2018,4217,,,100.0,100,5,6,0
2019,4217,,,100.0,100,14,17,0
2018,4218,Data is currently not available at this level,Les données ne sont actuellement pas disponibles à ce niveau,100.0,100,0,0,0
2019,4218,Data is currently not available at this level,Les données ne sont actuellement pas disponibles à ce niveau,100.0,100,0,0,0
2018,4219,Data is currently not available at this level,Les données ne sont actuellement pas disponibles à ce niveau,100.0,100,0,0,0
2019,4219,Data is currently not available at this level,Les données ne sont actuellement pas disponibles à ce niveau,100.0,100,0,0,0
2018,4220,Data is currently not available at this level,Les données ne sont actuellement pas disponibles à ce niveau,100.0,100,0,0,0
2019,4220,Data is currently not available at this level,Les données ne sont actuellement pas disponibles à ce niveau,100.0,100,0,0,0
2018,4221,Data is currently not available at this level,Les données ne sont actuellement pas disponibles à ce niveau,100.0,100,0,0,0
2019,4221,Data is currently not available at this level,Les données ne sont actuellement pas disponibles à ce niveau,100.0,100,0,0,0
2018,4222,Data is currently not available at this level,Les données ne sont actuellement pas disponibles à ce niveau,100.0,100,0,0,0
2019,4222,Data is currently not available at this level,Les données ne sont actuellement pas disponibles à ce niveau,100.0,100,0,0,0
2018,4223,Data is currently not available at this level,Les données ne sont actuellement pas disponibles à ce niveau,100.0,100,0,0,0
2019,4223,Data is currently not available at this level,Les données ne sont actuellement pas disponibles à ce niveau,100.0,100,0,0,0
2018,4224,Data is currently not available at this level,Les données ne sont actuellement pas disponibles à ce niveau,100.0,100,0,0,0
2019,4224,Data is currently not available at this level,Les données ne sont actuellement pas disponibles à ce niveau,100.0,100,0,0,0
2018,4225,Data is currently not available at this level,Les données ne sont actuellement pas disponibles à ce niveau,100.0,100,0,0,0
2019,4225,Data is currently not available at this level,Les données ne sont actuellement pas disponibles à ce niveau,100.0,100,0,0,0
2018,4226,Data is currently not available at this level,Les données ne sont actuellement pas disponibles à ce niveau,100.0,100,0,0,0
2019,4226,Data is currently not available at this level,Les données ne sont actuellement pas disponibles à ce niveau,100.0,100,0,0,0
2018,4227,Data is currently not available at this level,Les données ne sont actuellement pas disponibles à ce niveau,100.0,100,0,0,0
2019,4227,Data is currently not available at this level,Les données ne sont actuellement pas disponibles à ce niveau,100.0,100,0,0,0
2018,4228,Data is currently not available at this level,Les données ne sont actuellement pas disponibles à ce niveau,100.0,100,0,0,0
2019,4228,Data is currently not available at this level,Les données ne sont actuellement pas disponibles à ce niveau,100.0,100,0,0,0
