"dept_code","type","name_en","name_fr","pa_last_year_5_auth","pa_last_year_5_exp","pa_last_year_4_auth","pa_last_year_4_exp","pa_last_year_3_auth","pa_last_year_3_exp","pa_last_year_2_auth","pa_last_year_2_exp","pa_last_year_auth","pa_last_year_exp"
"ISC","c","(S) Liabilities under the Small Business Loans Act","(S) Obligations contractées en vertu de la Loi sur les prêts aux petites entreprises",99,99,0,0,0,0,0,0,10644,10644
"ISC","c","Contributions under the Connecting Canadians Program","Contributions en vertu du programme Un Canada branché",0,0,0,0,0,0,81200000,66980458,84300000,69975122
"ISC","c","Contributions to the Let's Talk Science","Contributions à Parlons sciences",0,0,0,0,0,0,2000000,2000000,2475000,2475000
"ISC","c","Contributions under the Automotive Supplier Innovation Program","Contributions en vertu du Programme d’innovation pour les fournisseurs du secteur de l’automobile",0,0,0,0,0,0,7612128,4031418,18998338,14631036
"ISC","c","Contributions to Futurpreneur Canada","Contributions à Futurpreneur Canada",0,0,0,0,0,0,7000000,7000000,7000000,7000000
"ISC","c","Contributions to the Council of Canadian Academies","Contributions au Conseil des académies canadiennes",0,0,0,0,0,0,3000000,2000000,3452545,3452545
"ISC","c","Contributions to the University of Western Ontario for the creation of the Ivey Centre","Contributions pour la création du Centre Ivey de l'université de Western Ontario",1182875,1182875,1197875,1197875,0,0,0,0,0,0
"ISC","c","Contributions under the Bombardier CSeries program","Contributions en vertu du Programme CSeries de Bombardier",65955000,65955000,81139313,81139313,0,0,0,0,0,0
"ISC","c","Contributions under the Broadband Connecting Rural Canadian Program","Contributions en vertu du programme large bande Canada : Milieu rural branché",5001874,4094954,10100000,6534431,8913258,7960549,12325000,12082952,0,0
"ISC","c","Contributions under the Economic Development Initiative: Roadmap for Canada's Official Languages","Contributions en vertu de l'initiative de développement économique : Feuille de route pour les langues officielles du Canada",650450,650449,0,0,364600,364600,1335400,1335400,1225000,1171274
"ISC","c","Contributions under the Structured Financing Facility","Contributions en vertu du Mécanisme de financement structuré",10300000,4989156,4861560,4861560,0,0,0,0,0,0
"ISC","c","Contributions under the Youth Employment Strategy-Small Business Internship Program","Contributions dans le cadre de la Stratégie emploi jeunesse-Programme de stages dans les petites entreprises",2900000,2540401,0,0,0,0,0,0,0,0
"ISC","g","Grant to the Canada Foundation for Innovation","Subvention à la Fondation canadienne pour l'innovation",102000000,102000000,0,0,0,0,0,0,0,0
"ISC","g","Grant to the Institute for Quantum Computing","Subvention à l'Institut de l'informatique quantique",5500000,5500000,6000000,6000000,0,0,0,0,0,0
"JUS","c","Integrated Market Enforcement Teams Reserve Fund","Fonds de réserve des équipes intégrées d'application de la loi dans les marchés",550000,27464,0,0,550000,0,550000,0,0,0
"JUS","g","Grants in support of the Supporting Families Fund","Subventions pour le financement du Fonds de soutien des familles",0,0,0,0,50000,0,0,0,2344,0
"JUS","g","Canadian Association of Chiefs of Police for the Law Amendments Committee","Association canadienne des chefs de police pour le Comité de modifications des lois",25000,25000,25000,25000,0,0,0,0,0,0
"JUS","g","Canadian Association of Provincial Court Judges","Association canadienne des juges des cours provinciales",100000,100000,100000,100000,0,0,0,0,0,0
"JUS","g","Canadian Society for Forensic Science","Société canadienne des sciences judiciaires",50000,50000,50000,50000,0,0,0,0,0,0
"JUS","g","National Judicial Institute","Institut national de la magistrature",268345,268345,268345,268345,0,0,0,0,0,0
"JUS","g","Uniform Law Conference of Canada, grants - Administration grant","Conférence pour l'harmonisation des lois au Canada, subventions-Subvention pour l'administration",50000,50000,50000,50000,0,0,0,0,0,0
"JUS","g","Grants under the Aboriginal Justice Strategy Fund","Subventions versées en vertu du Fonds de la Stratégie de la justice applicable aux Autochtones",50000,50000,50000,50000,50000,50000,50000,50000,50000,50000
"JUS","g","Grants in support of the Youth Justice Fund","Subventions à l'appui du Fonds pour le renouvellement du système de justice pour les jeunes",649655,598003,482144,482144,79655,69927,79655,69823,79655,79643
"JUS","g","Grants under the Access to Justice in both Official Languages Support Fund","Subventions versées en vertu du Fonds d'appui à l'accès à la justice dans les deux langues officielles",50000,42880,49466,49466,266883,139070,224110,197275,245554,83965
"JUS","c","Contributions to the International Institute for the Unification of Private Law (UNIDROIT)","Contributions versées à l'Institut international pour l'unification du droit privé (UNIDROIT)",162693,161921,192710,192710,172293,172293,193925,193925,178226,178226
"JUS","c","Contributions under the Special Advocates Program","Contributions versées en vertu du Programme d'avocats spéciaux",1200000,837459,343016,343016,1200000,257681,300000,153405,1000000,152764
"JUS","c","Contributions to the Hague Conference on Private International Law","Contributions versées à la Conférence de La Haye de droit international privé",259803,259803,731874,731874,284048,284048,295091,295090,296045,296044
"JUS","c","Contributions under the Justice Partnership and Innovation Program","Contributions à l'appui du Programme juridique de partenariats et d'innovation",2476260,1667930,2364470,2364470,1356277,1356277,1049981,1046170,1266867,1266867
"JUS","g","Grant under the Justice Partnership and Innovation Program","Subvention à l'appui du Programme juridique de partenariat et d'innovation",0,0,0,0,1579483,1524158,1749158,1564610,1527017,1524158
"JUS","g","Grants from the Victims Fund","Subventions provenant du Fonds d'aide aux victimes",2250000,2220982,2300000,1745910,2228462,1870918,2463188,1432852,3250000,2284080
"JUS","c","Contributions in support of Public Security and Anti-Terrorism—Legal Aid","Contributions à l'appui de l'aide juridique – Sécurité publique et lutte contre le terrorisme",2880000,1812816,2455000,1282561,2603484,1984364,2500000,1581135,2500000,912915
"JUS","c","Contributions in support of Federal Court Ordered Counsel Cases","Contributions pour payer les services des avocats désignés par le tribunal dans des poursuites fédérales",2901855,2882304,1648144,1648144,2509246,2509246,1650000,1569322,1650001,1096622
"JUS","c","Drug Treatment Court Funding Program","Programme de financement des tribunaux de traitement de la toxicomanie",3631276,3570722,3582810,3582810,3631276,3627823,3631276,3579700,3646000,3646000
"JUS","c","Contributions to support the implementation of official languages requirements under the Contraventions Act","Contributions à la mise en œuvre des obligations linguistiques de la Loi sur les contraventions",7843045,5040634,4938711,4938711,7953274,3810821,8496484,3363960,4013857,3882648
"JUS","c","Contributions in support of the Youth Justice Fund","Contributions à l'appui du Fonds de justice pour les jeunes",3855345,3165512,3266760,3266760,4425345,3935312,4425345,3854957,4425345,4226123
"JUS","c","Contributions for Access to Justice Services to the Territories (being Legal Aid, Aboriginal Courtwork and Public Legal Education and Information Services)","Contributions aux territoires pour les services d'accès à la justice (à savoir l'aide juridique, l'assistance parajudiciaire aux Autochtones et les services de vulgarisation et d'information juridiques)",4856593,4856593,4856593,4856593,4856593,4856593,4856593,4856593,6256593,6256593
"JUS","c","Contributions to the provinces under the Indigenous Courtwork Program","Contributions aux provinces en vertu du Fonds pour le Programme d'assistance parajudiciaire aux Autochtones",4911363,4896898,5155570,5155570,5568507,5568507,5259779,5259779,7946639,7918177
"JUS","c","Contributions under the Access to Justice in Both Official Languages Support Fund","Contributions versées en vertu du Fonds d'appui à l'accès à la justice dans les deux langues officielles",6842845,6743233,4231006,4231006,6225962,6225962,6268735,6268735,6247291,6247291
"JUS","c","Contributions from the Victims Fund","Contributions provenant du Fonds d'aides aux victimes",9185223,8573011,9203223,8929669,9274761,9274761,12434288,12434287,21338223,16463951
"JUS","c","Contributions to the provinces and territories in support of the youth justice services—Intensive Rehabilitative Custody and Supervision Program","Contributions aux provinces et aux territoires pour soutenir des services de justice destinés aux jeunes – Placement et surveillance dans le cadre d'un programme intensif de réadaptation",11048000,10872387,11003783,10770273,11048000,10846381,11048000,11003383,11048000,11048000
"JUS","c","Contributions under the Aboriginal Justice Strategy Fund","Contributions versées en vertu du Fonds de la Stratégie de la justice applicable aux Autochtones",12450000,12430517,12443549,12443549,12551752,12551752,12900000,12900000,13531043,13531043
"JUS","c","Contributions in support of the Supporting Families Fund","Contributions pour le financement du Fonds de soutien des familles",16000000,15996002,15999842,15999842,15950000,15827448,16000000,16000000,15997656,15997656
